t,T,xdot,x,idx
0,453,-0.00016404,0,180
1,453,-0.00014169,-0.0002,180
2,453,-0.00011668,-0.0003,180
3,453,-0.00009083,-0.0004,180
4,453,-0.00006876,-0.0005,180
5,453,-0.00004797,-0.0005,180
6,453,-0.00002811,-0.0006,180
7,453,-0.00000917,-0.0006,180
8,453,0.00000746,-0.0006,180
9,453,0.00002353,-0.0006,180
10,453,0.00003852,-0.0005,180
11,453,0.00005324,-0.0005,180
12,453,0.00006628,-0.0004,180
13,453,0.00007923,-0.0004,180
14,453,0.0000915,-0.0003,180
15,453,0.00010298,-0.0002,180
16,453,0.00011352,-0.0001,180
17,453,0.00012446,0.0001,180
18,453,0.00013449,0.0002,180
19,453,0.00014378,0.0003,180
20,453,0.0001522,0.0005,180
21,453,0.00016091,0.0006,180
22,453,0.00016936,0.0008,180
23,453,0.000177,0.001,180
24,453,0.00018392,0.0011,180
25,453,0.00019101,0.0013,180
26,453,0.00019787,0.0015,180
27,453,0.00020448,0.0017,180
28,453,0.00021023,0.0019,180
29,453,0.00021605,0.0021,180
30,453,0.00022159,0.0024,180
31,453,0.0002269,0.0026,180
32,453,0.0002316,0.0028,180
33,453,0.00023665,0.0031,180
34,453,0.00024156,0.0033,180
35,453,0.00024623,0.0035,180
36,453,0.00025055,0.0038,180
37,453,0.00025491,0.004,180
38,453,0.00025927,0.0043,180
39,453,0.00026362,0.0046,180
40,453,0.00026746,0.0048,180
41,453,0.00027135,0.0051,180
42,453,0.00027503,0.0054,180
43,453,0.00027856,0.0056,180
44,453,0.00028166,0.0059,180
45,453,0.00028475,0.0062,180
46,453,0.0002876,0.0065,180
47,453,0.00029027,0.0068,180
48,453,0.00029216,0.0071,180
49,453,0.00029427,0.0074,180
50,453,0.00029632,0.0077,180
51,453,0.0002983,0.008,180
52,453,0.00029971,0.0083,180
53,453,0.00030136,0.0086,180
54,453,0.00030311,0.0089,180
55,453,0.00030483,0.0092,180
56,453,0.00030618,0.0095,180
57,453,0.00030758,0.0098,180
58,453,0.000309,0.0101,180
59,453,0.00031039,0.0104,180
60,453,0.00031158,0.0107,180
61,453,0.00031285,0.011,180
62,453,0.00031403,0.0113,180
63,453,0.0003152,0.0116,180
64,453,0.00031636,0.012,180
65,453,0.00031745,0.0123,180
66,453,0.00031854,0.0126,180
67,453,0.00031961,0.0129,180
68,453,0.00032056,0.0132,180
69,453,0.00032163,0.0136,180
70,453,0.00032273,0.0139,180
71,453,0.00032382,0.0142,180
72,453,0.00032484,0.0145,180
73,453,0.00032583,0.0149,180
74,453,0.00032677,0.0152,180
75,453,0.00032767,0.0155,180
76,453,0.00032828,0.0158,180
77,453,0.00032898,0.0162,180
78,453,0.00032964,0.0165,180
79,453,0.00033025,0.0168,180
80,453,0.00033072,0.0172,180
81,453,0.00033125,0.0175,180
82,453,0.00033184,0.0178,180
83,453,0.00033245,0.0181,180
84,453,0.00033309,0.0185,180
85,453,0.00033374,0.0188,180
86,453,0.00033442,0.0191,180
87,453,0.00033511,0.0195,180
88,453,0.00033584,0.0198,180
89,453,0.00033641,0.0202,180
90,453,0.00033699,0.0205,180
91,453,0.00033762,0.0208,180
92,453,0.00033812,0.0212,180
93,453,0.00033872,0.0215,180
94,453,0.00033936,0.0218,180
95,453,0.00033999,0.0222,180
96,453,0.00034056,0.0225,180
97,453,0.00034105,0.0229,180
98,453,0.00034163,0.0232,180
99,453,0.00034223,0.0235,180
100,453,0.0003427,0.0239,180
101,453,0.00034327,0.0242,180
102,453,0.00034386,0.0246,180
103,453,0.00034444,0.0249,180
104,453,0.00034515,0.0253,180
105,453,0.00034585,0.0256,180
106,453,0.00034646,0.026,180
107,453,0.00034701,0.0263,180
108,453,0.00034749,0.0267,180
109,453,0.00034809,0.027,180
110,453,0.00034872,0.0273,180
111,453,0.00034934,0.0277,180
112,453,0.00034977,0.028,180
113,453,0.00035019,0.0284,180
114,453,0.00035063,0.0287,180
115,453,0.00035107,0.0291,180
116,453,0.00035119,0.0294,180
117,453,0.0003514,0.0298,180
118,453,0.00035163,0.0302,180
119,453,0.00035193,0.0305,180
120,453,0.00035217,0.0309,180
121,453,0.00035247,0.0312,180
122,453,0.00035283,0.0316,180
123,453,0.00035329,0.0319,180
124,453,0.00035397,0.0323,180
125,453,0.00035456,0.0326,180
126,453,0.00035515,0.033,180
127,453,0.00035563,0.0333,180
128,453,0.00035607,0.0337,180
129,453,0.00035652,0.034,180
130,453,0.00035702,0.0344,180
131,453,0.00035753,0.0348,180
132,453,0.00035787,0.0351,180
133,453,0.00035826,0.0355,180
134,453,0.00035871,0.0358,180
135,453,0.00035918,0.0362,180
136,453,0.00035957,0.0365,180
137,453,0.00035992,0.0369,180
138,453,0.00036028,0.0373,180
139,453,0.00036065,0.0376,180
140,453,0.00036087,0.038,180
141,453,0.00036117,0.0384,180
142,453,0.00036149,0.0387,180
143,453,0.00036184,0.0391,180
144,453,0.00036218,0.0394,180
145,453,0.00036255,0.0398,180
146,453,0.00036296,0.0402,180
147,453,0.00036336,0.0405,180
148,453,0.0003638,0.0409,180
149,453,0.00036424,0.0413,180
150,453,0.00036466,0.0416,180
151,453,0.00036511,0.042,180
152,453,0.00036562,0.0423,180
153,453,0.00036611,0.0427,180
154,453,0.00036657,0.0431,180
155,453,0.00036699,0.0434,180
156,453,0.00036742,0.0438,180
157,453,0.00036787,0.0442,180
158,453,0.00036827,0.0445,180
159,453,0.00036865,0.0449,180
160,453,0.00036889,0.0453,180
161,453,0.00036911,0.0457,180
162,453,0.00036937,0.046,180
163,453,0.00036964,0.0464,180
164,453,0.00036976,0.0468,180
165,453,0.00036997,0.0471,180
166,453,0.00037023,0.0475,180
167,453,0.00037059,0.0479,180
168,453,0.00037106,0.0482,180
169,453,0.00037147,0.0486,180
170,453,0.00037185,0.049,180
171,453,0.00037232,0.0494,180
172,453,0.00037293,0.0497,180
173,453,0.00037343,0.0501,180
174,453,0.00037384,0.0505,180
175,453,0.00037421,0.0509,180
176,453,0.00037458,0.0512,180
177,453,0.00037495,0.0516,180
178,453,0.00037531,0.052,180
179,453,0.00037569,0.0524,180
180,453,0.00037595,0.0527,180
181,453,0.00037631,0.0531,180
182,453,0.00037675,0.0535,180
183,453,0.00037723,0.0539,180
184,453,0.0003778,0.0542,180
185,453,0.00037826,0.0546,180
186,453,0.00037863,0.055,180
187,453,0.00037901,0.0554,180
188,453,0.00037937,0.0558,180
189,453,0.00037972,0.0561,180
190,453,0.00038008,0.0565,180
191,453,0.00038044,0.0569,180
192,453,0.00038067,0.0573,180
193,453,0.00038096,0.0577,180
194,453,0.00038121,0.058,180
195,453,0.00038147,0.0584,180
196,453,0.00038176,0.0588,180
197,453,0.00038209,0.0592,180
198,453,0.00038241,0.0596,180
199,453,0.00038271,0.0599,180
200,453,0.00038308,0.0603,180
201,453,0.00038351,0.0607,180
202,453,0.00038395,0.0611,180
203,453,0.0003844,0.0615,180
204,453,0.00038477,0.0619,180
205,453,0.00038509,0.0622,180
206,453,0.00038538,0.0626,180
207,453,0.00038564,0.063,180
208,453,0.00038587,0.0634,180
209,453,0.00038622,0.0638,180
210,453,0.00038661,0.0642,180
211,453,0.00038697,0.0646,180
212,453,0.00038735,0.0649,180
213,453,0.00038748,0.0653,180
214,453,0.00038741,0.0657,180
215,453,0.00038731,0.0661,180
216,453,0.000387,0.0665,180
217,453,0.00038673,0.0669,180
218,453,0.00038637,0.0673,180
219,453,0.00038598,0.0677,180
220,453,0.00038571,0.068,180
221,453,0.00038549,0.0684,180
222,453,0.00038541,0.0688,180
223,453,0.00038542,0.0692,180
224,453,0.00038557,0.0696,180
225,453,0.00038577,0.07,180
226,453,0.00038606,0.0704,180
227,453,0.00038641,0.0707,180
228,453,0.00038687,0.0711,180
229,453,0.00038724,0.0715,180
230,453,0.0003876,0.0719,180
231,453,0.00038802,0.0723,180
232,453,0.00038853,0.0727,180
233,453,0.00038911,0.0731,180
234,453,0.00038965,0.0735,180
235,453,0.00039014,0.0738,180
236,453,0.00039081,0.0742,180
237,453,0.00039145,0.0746,180
238,453,0.0003921,0.075,180
239,453,0.00039271,0.0754,180
240,453,0.00039321,0.0758,180
241,453,0.00039371,0.0762,180
242,453,0.00039419,0.0766,180
243,453,0.00039468,0.077,180
244,453,0.00039504,0.0774,180
245,453,0.00039546,0.0778,180
246,453,0.00039587,0.0782,180
247,453,0.00039624,0.0786,180
248,453,0.00039666,0.079,180
249,453,0.00039708,0.0794,180
250,453,0.00039752,0.0798,180
251,453,0.00039799,0.0802,180
252,453,0.00039844,0.0806,180
253,453,0.00039884,0.081,180
254,453,0.0003992,0.0814,180
255,453,0.0003995,0.0818,180
256,453,0.00039966,0.0822,180
257,453,0.00039983,0.0826,180
258,453,0.00040004,0.083,180
259,453,0.00040033,0.0834,180
260,453,0.00040059,0.0838,180
261,453,0.00040088,0.0842,180
262,453,0.00040117,0.0846,180
263,453,0.00040143,0.085,180
264,453,0.0004019,0.0854,180
265,453,0.00040231,0.0858,180
266,453,0.00040264,0.0862,180
267,453,0.00040292,0.0866,180
268,453,0.00040323,0.087,180
269,453,0.00040357,0.0874,180
270,453,0.00040389,0.0878,180
271,453,0.00040412,0.0882,180
272,453,0.00040439,0.0886,180
273,453,0.00040464,0.089,180
274,453,0.00040487,0.0894,180
275,453,0.0004051,0.0898,180
276,453,0.00040534,0.0902,180
277,453,0.00040562,0.0906,180
278,453,0.00040589,0.091,180
279,453,0.0004062,0.0914,180
280,453,0.00040662,0.0918,180
281,453,0.00040701,0.0922,180
282,453,0.00040739,0.0926,180
283,453,0.00040781,0.093,180
284,453,0.00040827,0.0935,180
285,453,0.0004087,0.0939,180
286,453,0.00040916,0.0943,180
287,453,0.00040959,0.0947,180
288,453,0.00040987,0.0951,180
289,453,0.00041027,0.0955,180
290,453,0.00041063,0.0959,180
291,453,0.00041091,0.0963,180
292,453,0.00041115,0.0967,180
293,453,0.00041151,0.0971,180
294,453,0.00041191,0.0976,180
295,453,0.00041232,0.098,180
296,453,0.00041262,0.0984,180
297,453,0.0004129,0.0988,180
298,453,0.00041316,0.0992,180
299,453,0.00041338,0.0996,180
300,453,0.00041352,0.1,180
301,453,0.00041373,0.1005,180
302,453,0.00041386,0.1009,180
303,453,0.00041395,0.1013,180
304,453,0.00041413,0.1017,180
305,453,0.00041437,0.1021,180
306,453,0.00041458,0.1025,180
307,453,0.00041478,0.1029,180
308,453,0.00041498,0.1034,180
309,453,0.00041522,0.1038,180
310,453,0.00041547,0.1042,180
311,453,0.00041568,0.1046,180
312,453,0.00041582,0.105,180
313,453,0.00041612,0.1054,180
314,453,0.00041646,0.1058,180
315,453,0.00041676,0.1063,180
316,453,0.00041701,0.1067,180
317,453,0.00041731,0.1071,180
318,453,0.00041765,0.1075,180
319,453,0.00041807,0.1079,180
320,453,0.00041845,0.1084,180
321,453,0.00041881,0.1088,180
322,453,0.00041911,0.1092,180
323,453,0.0004194,0.1096,180
324,453,0.00041975,0.11,180
325,453,0.00042005,0.1104,180
326,453,0.00042034,0.1109,180
327,453,0.00042063,0.1113,180
328,453,0.00042093,0.1117,180
329,453,0.00042123,0.1121,180
330,453,0.00042147,0.1126,180
331,453,0.00042165,0.113,180
332,453,0.00042177,0.1134,180
333,453,0.00042192,0.1138,180
334,453,0.00042205,0.1142,180
335,453,0.00042219,0.1147,180
336,453,0.00042238,0.1151,180
337,453,0.00042264,0.1155,180
338,453,0.00042294,0.1159,180
339,453,0.00042328,0.1164,180
340,453,0.00042378,0.1168,180
341,453,0.00042422,0.1172,180
342,453,0.00042468,0.1176,180
343,453,0.00042513,0.1181,180
344,453,0.00042547,0.1185,180
345,453,0.00042579,0.1189,180
346,453,0.00042608,0.1193,180
347,453,0.00042633,0.1198,180
348,453,0.00042648,0.1202,180
349,453,0.00042672,0.1206,180
350,453,0.00042701,0.121,180
351,453,0.00042726,0.1215,180
352,453,0.00042753,0.1219,180
353,453,0.00042779,0.1223,180
354,453,0.00042802,0.1227,180
355,453,0.00042828,0.1232,180
356,453,0.00042848,0.1236,180
357,453,0.00042871,0.124,180
358,453,0.00042905,0.1245,180
359,453,0.00042952,0.1249,180
360,453,0.00042165,0.1253,180
361,453,0.00041973,0.1257,180
362,453,0.00042062,0.1262,180
363,453,0.00042203,0.1266,180
364,453,0.00042359,0.127,180
365,453,0.00042458,0.1274,180
366,453,0.00042551,0.1278,180
367,453,0.00042639,0.1283,180
368,453,0.00042689,0.1287,180
369,453,0.00042755,0.1291,180
370,453,0.00042816,0.1296,180
371,453,0.00042865,0.13,180
372,453,0.00042895,0.1304,180
373,453,0.00042927,0.1308,180
374,453,0.00042952,0.1313,180
375,453,0.00042974,0.1317,180
376,453,0.00042985,0.1321,180
377,453,0.00043011,0.1326,180
378,453,0.00043049,0.133,180
379,453,0.00043089,0.1334,180
380,453,0.00043135,0.1339,180
381,453,0.00043164,0.1343,180
382,453,0.00043182,0.1347,180
383,453,0.00043194,0.1351,180
384,453,0.00043202,0.1356,180
385,453,0.00043217,0.136,180
386,453,0.00043233,0.1364,180
387,453,0.00043246,0.1369,180
388,453,0.00043288,0.1373,180
389,453,0.00043322,0.1377,180
390,453,0.00043355,0.1382,180
391,453,0.00043382,0.1386,180
392,453,0.00043405,0.139,180
393,453,0.00043423,0.1395,180
394,453,0.00043449,0.1399,180
395,453,0.00043479,0.1403,180
396,453,0.00043485,0.1408,180
397,453,0.00043502,0.1412,180
398,453,0.00043523,0.1416,180
399,453,0.00043542,0.1421,180
400,453,0.00043556,0.1425,180
401,453,0.00043564,0.143,180
402,453,0.00043576,0.1434,180
403,453,0.00043589,0.1438,180
404,453,0.00043595,0.1443,180
405,453,0.00043613,0.1447,180
406,453,0.00043631,0.1451,180
407,453,0.0004365,0.1456,180
408,453,0.00043694,0.146,180
409,453,0.00043724,0.1464,180
410,453,0.00043749,0.1469,180
411,453,0.00043769,0.1473,180
412,453,0.00043786,0.1478,180
413,453,0.00043805,0.1482,180
414,453,0.00043822,0.1486,180
415,453,0.00043836,0.1491,180
416,453,0.00043844,0.1495,180
417,453,0.0004386,0.15,180
418,453,0.00043876,0.1504,180
419,453,0.00043892,0.1508,180
420,453,0.00043919,0.1513,180
421,453,0.00043941,0.1517,180
422,453,0.00043964,0.1521,180
423,453,0.00043984,0.1526,180
424,453,0.00044013,0.153,180
425,453,0.00044038,0.1535,180
426,453,0.00044064,0.1539,180
427,453,0.00044086,0.1543,180
428,453,0.00044103,0.1548,180
429,453,0.00044117,0.1552,180
430,453,0.00044134,0.1557,180
431,453,0.00044148,0.1561,180
432,453,0.00044154,0.1566,180
433,453,0.0004417,0.157,180
434,453,0.00044189,0.1574,180
435,453,0.00044206,0.1579,180
436,453,0.00044234,0.1583,180
437,453,0.00044256,0.1588,180
438,453,0.00044279,0.1592,180
439,453,0.00044305,0.1596,180
440,453,0.00044337,0.1601,180
441,453,0.00044367,0.1605,180
442,453,0.00044395,0.161,180
443,453,0.00044427,0.1614,180
444,453,0.0004446,0.1619,180
445,453,0.00044483,0.1623,180
446,453,0.00044496,0.1628,180
447,453,0.00044503,0.1632,180
448,453,0.00044502,0.1636,180
449,453,0.00044503,0.1641,180
450,453,0.00044508,0.1645,180
451,453,0.00044515,0.165,180
452,453,0.00044524,0.1654,180
453,453,0.00044533,0.1659,180
454,453,0.00044541,0.1663,180
455,453,0.00044551,0.1668,180
456,453,0.00044569,0.1672,180
457,453,0.00044583,0.1677,180
458,453,0.00044599,0.1681,180
459,453,0.00044616,0.1685,180
460,453,0.00044629,0.169,180
461,453,0.00044641,0.1694,180
462,453,0.00044652,0.1699,180
463,453,0.00044664,0.1703,180
464,453,0.00044674,0.1708,180
465,453,0.00044694,0.1712,180
466,453,0.00044717,0.1717,180
467,453,0.0004474,0.1721,180
468,453,0.00044772,0.1726,180
469,453,0.00044796,0.173,180
470,453,0.00044808,0.1735,180
471,453,0.00044819,0.1739,180
472,453,0.00044821,0.1744,180
473,453,0.0004483,0.1748,180
474,453,0.00044846,0.1753,180
475,453,0.00044865,0.1757,180
476,453,0.00044882,0.1762,180
477,453,0.00044892,0.1766,180
478,453,0.00044901,0.1771,180
479,453,0.00044907,0.1775,180
480,453,0.00044914,0.178,180
481,453,0.00044932,0.1784,180
482,453,0.00044948,0.1788,180
483,453,0.00044963,0.1793,180
484,453,0.00044981,0.1797,180
485,453,0.0004499,0.1802,180
486,453,0.00044991,0.1806,180
487,453,0.0004499,0.1811,180
488,453,0.00044979,0.1815,180
489,453,0.00044982,0.182,180
490,453,0.00044988,0.1824,180
491,453,0.00044996,0.1829,180
492,453,0.00045013,0.1833,180
493,453,0.00045022,0.1838,180
494,453,0.00045028,0.1842,180
495,453,0.00045036,0.1847,180
496,453,0.0004504,0.1851,180
497,453,0.00045044,0.1856,180
498,453,0.00045051,0.186,180
499,453,0.00045065,0.1865,180
500,453,0.00045069,0.187,180
501,453,0.00045068,0.1874,180
502,453,0.00045071,0.1879,180
503,453,0.00045079,0.1883,180
504,453,0.00045094,0.1888,180
505,453,0.0004511,0.1892,180
506,453,0.00045121,0.1897,180
507,453,0.00045134,0.1901,180
508,453,0.00045152,0.1906,180
509,453,0.00045167,0.191,180
510,453,0.00045184,0.1915,180
511,453,0.00045194,0.1919,180
512,453,0.00045212,0.1924,180
513,453,0.00045229,0.1928,180
514,453,0.0004524,0.1933,180
515,453,0.00045252,0.1937,180
516,453,0.00045267,0.1942,180
517,453,0.0004528,0.1946,180
518,453,0.0004529,0.1951,180
519,453,0.00045308,0.1955,180
520,453,0.00045314,0.196,180
521,453,0.00045327,0.1964,180
522,453,0.0004534,0.1969,180
523,453,0.00045353,0.1973,180
524,453,0.00045358,0.1978,180
525,453,0.0004536,0.1983,180
526,453,0.00045359,0.1987,180
527,453,0.00045347,0.1992,180
528,453,0.00045326,0.1996,180
529,453,0.00045317,0.2001,180
530,453,0.00045318,0.2005,180
531,453,0.00045324,0.201,180
532,453,0.00045344,0.2014,180
533,453,0.00045357,0.2019,180
534,453,0.00045378,0.2023,180
535,453,0.00045401,0.2028,180
536,453,0.00045437,0.2032,180
537,453,0.0004546,0.2037,180
538,453,0.00045473,0.2042,180
539,453,0.00045486,0.2046,180
540,453,0.00045487,0.2051,180
541,453,0.00045481,0.2055,180
542,453,0.00045469,0.206,180
543,453,0.00045456,0.2064,180
544,453,0.00045439,0.2069,180
545,453,0.00045438,0.2073,180
546,453,0.00045441,0.2078,180
547,453,0.00045438,0.2082,180
548,453,0.00045465,0.2087,180
549,453,0.00045477,0.2092,180
550,453,0.00045479,0.2096,180
551,453,0.00045484,0.2101,180
552,453,0.00045486,0.2105,180
553,453,0.00045488,0.211,180
554,453,0.00045496,0.2114,180
555,453,0.00045505,0.2119,180
556,453,0.00045503,0.2123,180
557,453,0.00045504,0.2128,180
558,453,0.00045511,0.2132,180
559,453,0.00045515,0.2137,180
560,453,0.0004552,0.2142,180
561,453,0.00045531,0.2146,180
562,453,0.00045534,0.2151,180
563,453,0.00045538,0.2155,180
564,453,0.00045566,0.216,180
565,453,0.00045581,0.2164,180
566,453,0.00045593,0.2169,180
567,453,0.0004561,0.2173,180
568,453,0.00045631,0.2178,180
569,453,0.00045644,0.2183,180
570,453,0.00045656,0.2187,180
571,453,0.00045674,0.2192,180
572,453,0.00045675,0.2196,180
573,453,0.0004568,0.2201,180
574,453,0.00045692,0.2205,180
575,453,0.00045705,0.221,180
576,453,0.00045703,0.2215,180
577,453,0.00045695,0.2219,180
578,453,0.00045691,0.2224,180
579,453,0.00045693,0.2228,180
580,453,0.00045684,0.2233,180
581,453,0.00045682,0.2237,180
582,453,0.00045691,0.2242,180
583,453,0.00045704,0.2247,180
584,453,0.00045721,0.2251,180
585,453,0.00045726,0.2256,180
586,453,0.00045723,0.226,180
587,453,0.00045716,0.2265,180
588,453,0.00045709,0.2269,180
589,453,0.00045705,0.2274,180
590,453,0.00045706,0.2279,180
591,453,0.00045708,0.2283,180
592,453,0.00045711,0.2288,180
593,453,0.00045705,0.2292,180
594,453,0.00045692,0.2297,180
595,453,0.00045675,0.2301,180
596,453,0.00045662,0.2306,180
597,453,0.00045653,0.2311,180
598,453,0.00045651,0.2315,180
599,453,0.00045654,0.232,180
600,453,0.00045662,0.2324,180
601,453,0.0004566,0.2329,180
602,453,0.00045659,0.2333,180
603,453,0.00045662,0.2338,180
604,453,0.00045658,0.2342,180
605,453,0.00045657,0.2347,180
606,453,0.00045662,0.2352,180
607,453,0.00045672,0.2356,180
608,453,0.00045691,0.2361,180
609,453,0.00045699,0.2365,180
610,453,0.0004571,0.237,180
611,453,0.0004572,0.2374,180
612,453,0.00045737,0.2379,180
613,453,0.0004575,0.2384,180
614,453,0.00045762,0.2388,180
615,453,0.00045771,0.2393,180
616,453,0.00045773,0.2397,180
617,453,0.00045776,0.2402,180
618,453,0.00045778,0.2407,180
619,453,0.00045784,0.2411,180
620,453,0.00045781,0.2416,180
621,453,0.0004578,0.242,180
622,453,0.00045775,0.2425,180
623,453,0.00045765,0.2429,180
624,453,0.00045755,0.2434,180
625,453,0.00045746,0.2439,180
626,453,0.00045738,0.2443,180
627,453,0.00045725,0.2448,180
628,453,0.00045715,0.2452,180
629,453,0.00045724,0.2457,180
630,453,0.0004574,0.2461,180
631,453,0.00045752,0.2466,180
632,453,0.00045771,0.2471,180
633,453,0.00045772,0.2475,180
634,453,0.0004577,0.248,180
635,453,0.00045771,0.2484,180
636,453,0.00045746,0.2489,180
637,453,0.0004573,0.2493,180
638,453,0.00045711,0.2498,180
639,453,0.00045692,0.2503,180
640,453,0.00045685,0.2507,180
641,453,0.00045677,0.2512,180
642,453,0.00045669,0.2516,180
643,453,0.00045668,0.2521,180
644,453,0.00045676,0.2525,180
645,453,0.00045673,0.253,180
646,453,0.00045667,0.2535,180
647,453,0.00045657,0.2539,180
648,453,0.00045644,0.2544,180
649,453,0.00045647,0.2548,180
650,453,0.00045655,0.2553,180
651,453,0.00045663,0.2557,180
652,453,0.00045675,0.2562,180
653,453,0.00045681,0.2567,180
654,453,0.00045677,0.2571,180
655,453,0.00045668,0.2576,180
656,453,0.00045654,0.258,180
657,453,0.00045645,0.2585,180
658,453,0.00045636,0.2589,180
659,453,0.00045632,0.2594,180
660,453,0.00045626,0.2598,180
661,453,0.00045616,0.2603,180
662,453,0.000456,0.2608,180
663,453,0.00045583,0.2612,180
664,453,0.00045565,0.2617,180
665,453,0.00045556,0.2621,180
666,453,0.0004555,0.2626,180
667,453,0.0004555,0.263,180
668,453,0.00045561,0.2635,180
669,453,0.00045572,0.2639,180
670,453,0.00045576,0.2644,180
671,453,0.00045581,0.2649,180
672,453,0.00045597,0.2653,180
673,453,0.00045599,0.2658,180
674,453,0.00045593,0.2662,180
675,453,0.00045586,0.2667,180
676,453,0.00045578,0.2671,180
677,453,0.0004557,0.2676,180
678,453,0.00045557,0.2681,180
679,453,0.00045541,0.2685,180
680,453,0.00045536,0.269,180
681,453,0.00045526,0.2694,180
682,453,0.00045517,0.2699,180
683,453,0.00045509,0.2703,180
684,453,0.00045511,0.2708,180
685,453,0.00045515,0.2712,180
686,453,0.0004552,0.2717,180
687,453,0.00045526,0.2721,180
688,453,0.00045539,0.2726,180
689,453,0.00045539,0.2731,180
690,453,0.00045532,0.2735,180
691,453,0.00045522,0.274,180
692,453,0.00045507,0.2744,180
693,453,0.00045496,0.2749,180
694,453,0.0004548,0.2753,180
695,453,0.0004546,0.2758,180
696,453,0.00045448,0.2762,180
697,453,0.00045436,0.2767,180
698,453,0.00045421,0.2772,180
699,453,0.00045408,0.2776,180
700,453,0.00045386,0.2781,180
701,453,0.00045368,0.2785,180
702,453,0.00045358,0.279,180
703,453,0.00045352,0.2794,180
704,453,0.00045344,0.2799,180
705,453,0.0004534,0.2803,180
706,453,0.00045339,0.2808,180
707,453,0.00045348,0.2812,180
708,453,0.00045355,0.2817,180
709,453,0.00045348,0.2821,180
710,453,0.00045335,0.2826,180
711,453,0.00045317,0.283,180
712,453,0.00045296,0.2835,180
713,453,0.00045276,0.284,180
714,453,0.00045254,0.2844,180
715,453,0.00045234,0.2849,180
716,453,0.00045229,0.2853,180
717,453,0.00045211,0.2858,180
718,453,0.00045196,0.2862,180
719,453,0.00045187,0.2867,180
720,453,0.00045191,0.2871,180
721,453,0.00045198,0.2876,180
722,453,0.000452,0.288,180
723,453,0.00045192,0.2885,180
724,453,0.00045204,0.2889,180
725,453,0.00045202,0.2894,180
726,453,0.0004519,0.2898,180
727,453,0.00045179,0.2903,180
728,453,0.00045155,0.2907,180
729,453,0.00045142,0.2912,180
730,453,0.0004514,0.2916,180
731,453,0.00045147,0.2921,180
732,453,0.00045163,0.2925,180
733,453,0.00045172,0.293,180
734,453,0.00045174,0.2934,180
735,453,0.00045169,0.2939,180
736,453,0.00045156,0.2943,180
737,453,0.00045134,0.2948,180
738,453,0.0004511,0.2953,180
739,453,0.00045091,0.2957,180
740,453,0.00045044,0.2962,180
741,453,0.0004501,0.2966,180
742,453,0.00044981,0.2971,180
743,453,0.00044952,0.2975,180
744,453,0.00044943,0.298,180
745,453,0.00044933,0.2984,180
746,453,0.00044923,0.2989,180
747,453,0.00044917,0.2993,180
748,453,0.00044919,0.2997,180
749,453,0.00044906,0.3002,180
750,453,0.00044888,0.3006,180
751,453,0.00044869,0.3011,180
752,453,0.00044845,0.3015,180
753,453,0.00044836,0.302,180
754,453,0.00044825,0.3024,180
755,453,0.00044807,0.3029,180
756,453,0.00044815,0.3033,180
757,453,0.00044816,0.3038,180
758,453,0.00044815,0.3042,180
759,453,0.00044815,0.3047,180
760,453,0.00044812,0.3051,180
761,453,0.00044798,0.3056,180
762,453,0.00044787,0.306,180
763,453,0.00044776,0.3065,180
764,453,0.00044741,0.3069,180
765,453,0.00044718,0.3074,180
766,453,0.00044699,0.3078,180
767,453,0.00044687,0.3083,180
768,453,0.00044678,0.3087,180
769,453,0.00044678,0.3092,180
770,453,0.00044675,0.3096,180
771,453,0.00044668,0.3101,180
772,453,0.00044677,0.3105,180
773,453,0.00044673,0.3109,180
774,453,0.00044669,0.3114,180
775,453,0.00044671,0.3118,180
776,453,0.00044644,0.3123,180
777,453,0.00044623,0.3127,180
778,453,0.00044608,0.3132,180
779,453,0.00044585,0.3136,180
780,453,0.00044542,0.3141,180
781,453,0.00044515,0.3145,180
782,453,0.00044491,0.315,180
783,453,0.00044465,0.3154,180
784,453,0.00044448,0.3158,180
785,453,0.00044431,0.3163,180
786,453,0.00044416,0.3167,180
787,453,0.00044404,0.3172,180
788,453,0.00044401,0.3176,180
789,453,0.00044391,0.3181,180
790,453,0.00044382,0.3185,180
791,453,0.00044369,0.319,180
792,453,0.00044351,0.3194,180
793,453,0.00044337,0.3198,180
794,453,0.00044319,0.3203,180
795,453,0.00044306,0.3207,180
796,453,0.00044286,0.3212,180
797,453,0.00044266,0.3216,180
798,453,0.00044254,0.3221,180
799,453,0.00044244,0.3225,180
800,453,0.00044228,0.3229,180
801,453,0.00044217,0.3234,180
802,453,0.00044206,0.3238,180
803,453,0.00044193,0.3243,180
804,453,0.00044179,0.3247,180
805,453,0.00044166,0.3252,180
806,453,0.0004416,0.3256,180
807,453,0.00044156,0.326,180
808,453,0.00044132,0.3265,180
809,453,0.00044102,0.3269,180
810,453,0.00044076,0.3274,180
811,453,0.00044055,0.3278,180
812,453,0.00044024,0.3282,180
813,453,0.00043998,0.3287,180
814,453,0.0004397,0.3291,180
815,453,0.00043944,0.3296,180
816,453,0.0004394,0.33,180
817,453,0.00043922,0.3304,180
818,453,0.00043902,0.3309,180
819,453,0.00043885,0.3313,180
820,453,0.0004387,0.3318,180
821,453,0.00043854,0.3322,180
822,453,0.00043841,0.3326,180
823,453,0.00043829,0.3331,180
824,453,0.00043823,0.3335,180
825,453,0.00043811,0.3339,180
