t,T,xdot,x,idx
2234,453,0.0001411,0.718,180
2235,453,0.00014096,0.7181,180
2236,453,0.00014081,0.7183,180
2237,453,0.00014073,0.7184,180
2238,453,0.00014069,0.7185,180
2239,453,0.00014065,0.7187,180
2240,453,0.00014082,0.7188,180
2241,453,0.00014089,0.719,180
2242,453,0.00014094,0.7191,180
2243,453,0.00014101,0.7192,180
2244,453,0.00014114,0.7194,180
2245,453,0.00014122,0.7195,180
2246,453,0.00014127,0.7197,180
2247,453,0.00014126,0.7198,180
2248,453,0.00014124,0.7199,180
2249,453,0.00014121,0.7201,180
2250,453,0.0001412,0.7202,180
2251,453,0.00014125,0.7204,180
2252,453,0.00014124,0.7205,180
2253,453,0.00014121,0.7206,180
2254,453,0.00014111,0.7208,180
2255,453,0.00014098,0.7209,180
2256,453,0.00014072,0.7211,180
2257,453,0.00014047,0.7212,180
2258,453,0.00014028,0.7214,180
2259,453,0.0001402,0.7215,180
2260,453,0.00014008,0.7216,180
2261,453,0.00013999,0.7218,180
2262,453,0.00013991,0.7219,180
2263,453,0.00013983,0.7221,180
2264,453,0.00013978,0.7222,180
2265,453,0.00013962,0.7223,180
2266,453,0.00013945,0.7225,180
2267,453,0.00013933,0.7226,180
2268,453,0.00013907,0.7228,180
2269,453,0.00013896,0.7229,180
2270,453,0.0001389,0.723,180
2271,453,0.0001388,0.7232,180
2272,453,0.00013875,0.7233,180
2273,453,0.00013868,0.7234,180
2274,453,0.00013857,0.7236,180
2275,453,0.00013848,0.7237,180
2276,453,0.0001384,0.7239,180
2277,453,0.00013824,0.724,180
2278,453,0.00013805,0.7241,180
2279,453,0.00013788,0.7243,180
2280,453,0.00013786,0.7244,180
2281,453,0.00013783,0.7246,180
2282,453,0.00013774,0.7247,180
2283,453,0.00013762,0.7248,180
2284,453,0.00013739,0.725,180
2285,453,0.00013716,0.7251,180
2286,453,0.00013698,0.7252,180
2287,453,0.00013687,0.7254,180
2288,453,0.00013655,0.7255,180
2289,453,0.00013633,0.7256,180
2290,453,0.00013611,0.7258,180
2291,453,0.00013596,0.7259,180
2292,453,0.00013592,0.7261,180
2293,453,0.00013577,0.7262,180
2294,453,0.00013563,0.7263,180
2295,453,0.0001355,0.7265,180
2296,453,0.00013549,0.7266,180
2297,453,0.00013548,0.7267,180
2298,453,0.00013544,0.7269,180
2299,453,0.00013547,0.727,180
2300,453,0.00013556,0.7271,180
2301,453,0.00013554,0.7273,180
2302,453,0.00013547,0.7274,180
2303,453,0.00013536,0.7275,180
2304,453,0.00013513,0.7277,180
2305,453,0.00013498,0.7278,180
2306,453,0.00013484,0.728,180
2307,453,0.00013467,0.7281,180
2308,453,0.00013456,0.7282,180
2309,453,0.00013447,0.7284,180
2310,453,0.00013436,0.7285,180
2311,453,0.0001343,0.7286,180
2312,453,0.00013411,0.7288,180
2313,453,0.0001339,0.7289,180
2314,453,0.00013375,0.729,180
2315,453,0.00013363,0.7292,180
2316,453,0.00013339,0.7293,180
2317,453,0.00013324,0.7294,180
2318,453,0.00013312,0.7296,180
2319,453,0.00013302,0.7297,180
2320,453,0.00013307,0.7298,180
2321,453,0.00013305,0.73,180
2322,453,0.00013299,0.7301,180
2323,453,0.00013288,0.7302,180
2324,453,0.00013276,0.7304,180
2325,453,0.00013265,0.7305,180
2326,453,0.00013251,0.7306,180
2327,453,0.00013233,0.7308,180
2328,453,0.00013209,0.7309,180
2329,453,0.00013199,0.731,180
2330,453,0.00013195,0.7312,180
2331,453,0.00013196,0.7313,180
2332,453,0.00013209,0.7314,180
2333,453,0.00013215,0.7315,180
2334,453,0.00013219,0.7317,180
2335,453,0.00013227,0.7318,180
2336,453,0.00013233,0.7319,180
2337,453,0.0001323,0.7321,180
2338,453,0.00013221,0.7322,180
2339,453,0.00013208,0.7323,180
2340,453,0.00013177,0.7325,180
2341,453,0.00013152,0.7326,180
2342,453,0.0001313,0.7327,180
2343,453,0.00013109,0.7329,180
2344,453,0.00013096,0.733,180
2345,453,0.00013079,0.7331,180
2346,453,0.00013059,0.7333,180
2347,453,0.00013041,0.7334,180
2348,453,0.0001303,0.7335,180
2349,453,0.0001301,0.7337,180
2350,453,0.00012983,0.7338,180
2351,453,0.00012957,0.7339,180
2352,453,0.00012926,0.734,180
2353,453,0.0001291,0.7342,180
2354,453,0.00012901,0.7343,180
2355,453,0.00012894,0.7344,180
2356,453,0.00012891,0.7346,180
2357,453,0.00012879,0.7347,180
2358,453,0.00012861,0.7348,180
2359,453,0.00012844,0.7349,180
2360,453,0.00012834,0.7351,180
2361,453,0.0001283,0.7352,180
2362,453,0.00012825,0.7353,180
2363,453,0.00012824,0.7355,180
2364,453,0.00012842,0.7356,180
2365,453,0.00012851,0.7357,180
2366,453,0.00012854,0.7358,180
2367,453,0.0001285,0.736,180
2368,453,0.00012835,0.7361,180
2369,453,0.00012819,0.7362,180
2370,453,0.00012797,0.7364,180
2371,453,0.00012773,0.7365,180
2372,453,0.00012743,0.7366,180
2373,453,0.00012727,0.7367,180
2374,453,0.00012723,0.7369,180
2375,453,0.00012722,0.737,180
2376,453,0.00012739,0.7371,180
2377,453,0.00012738,0.7372,180
2378,453,0.00012726,0.7374,180
2379,453,0.00012711,0.7375,180
2380,453,0.00012688,0.7376,180
2381,453,0.00012666,0.7378,180
2382,453,0.0001265,0.7379,180
2383,453,0.00012644,0.738,180
2384,453,0.00012642,0.7381,180
2385,453,0.00012642,0.7383,180
2386,453,0.00012649,0.7384,180
2387,453,0.00012656,0.7385,180
2388,453,0.00012659,0.7386,180
2389,453,0.00012651,0.7388,180
2390,453,0.00012642,0.7389,180
2391,453,0.00012629,0.739,180
2392,453,0.00012593,0.7391,180
2393,453,0.00012577,0.7393,180
2394,453,0.00012566,0.7394,180
2395,453,0.00012552,0.7395,180
2396,453,0.00012554,0.7396,180
2397,453,0.00012552,0.7398,180
2398,453,0.00012555,0.7399,180
2399,453,0.0001256,0.74,180
2400,453,0.0001257,0.7402,180
2401,453,0.00012568,0.7403,180
2402,453,0.00012562,0.7404,180
2403,453,0.00012557,0.7405,180
2404,453,0.0001254,0.7407,180
2405,453,0.00012527,0.7408,180
2406,453,0.0001252,0.7409,180
2407,453,0.00012512,0.741,180
2408,453,0.00012484,0.7412,180
2409,453,0.00012458,0.7413,180
2410,453,0.00012435,0.7414,180
2411,453,0.00012412,0.7415,180
2412,453,0.00012386,0.7417,180
2413,453,0.00012367,0.7418,180
2414,453,0.0001235,0.7419,180
2415,453,0.00012338,0.742,180
2416,453,0.00012336,0.7421,180
2417,453,0.00012331,0.7423,180
2418,453,0.00012327,0.7424,180
2419,453,0.00012326,0.7425,180
2420,453,0.00012321,0.7426,180
2421,453,0.00012316,0.7428,180
2422,453,0.00012306,0.7429,180
2423,453,0.00012293,0.743,180
2424,453,0.00012274,0.7431,180
2425,453,0.00012261,0.7433,180
2426,453,0.0001225,0.7434,180
2427,453,0.00012239,0.7435,180
2428,453,0.0001224,0.7436,180
2429,453,0.00012243,0.7437,180
2430,453,0.00012244,0.7439,180
2431,453,0.00012245,0.744,180
2432,453,0.0001225,0.7441,180
2433,453,0.00012238,0.7442,180
2434,453,0.00012222,0.7444,180
2435,453,0.00012206,0.7445,180
2436,453,0.00012183,0.7446,180
2437,453,0.0001217,0.7447,180
2438,453,0.00012155,0.7448,180
2439,453,0.00012143,0.745,180
2440,453,0.00012146,0.7451,180
2441,453,0.00012141,0.7452,180
2442,453,0.00012127,0.7453,180
2443,453,0.0001211,0.7455,180
2444,453,0.00012083,0.7456,180
2445,453,0.00012066,0.7457,180
2446,453,0.00012053,0.7458,180
2447,453,0.00012039,0.7459,180
2448,453,0.00012036,0.7461,180
2449,453,0.0001203,0.7462,180
2450,453,0.00012022,0.7463,180
2451,453,0.00012013,0.7464,180
2452,453,0.00012008,0.7465,180
2453,453,0.00011994,0.7467,180
2454,453,0.00011977,0.7468,180
2455,453,0.00011957,0.7469,180
2456,453,0.00011926,0.747,180
2457,453,0.00011906,0.7471,180
2458,453,0.00011889,0.7473,180
2459,453,0.0001187,0.7474,180
2460,453,0.00011866,0.7475,180
2461,453,0.00011852,0.7476,180
2462,453,0.00011824,0.7477,180
2463,453,0.00011796,0.7478,180
2464,453,0.00011778,0.748,180
2465,453,0.00011763,0.7481,180
2466,453,0.00011751,0.7482,180
2467,453,0.00011738,0.7483,180
2468,453,0.00011739,0.7484,180
2469,453,0.00011741,0.7485,180
2470,453,0.00011738,0.7487,180
2471,453,0.00011734,0.7488,180
2472,453,0.00011746,0.7489,180
2473,453,0.00011749,0.749,180
2474,453,0.00011752,0.7491,180
2475,453,0.00011761,0.7493,180
2476,453,0.00011767,0.7494,180
2477,453,0.00011764,0.7495,180
2478,453,0.00011764,0.7496,180
2479,453,0.00011766,0.7497,180
2480,453,0.00011762,0.7498,180
2481,453,0.00011754,0.75,180
2482,453,0.00011745,0.7501,180
2483,453,0.00011739,0.7502,180
2484,453,0.00011734,0.7503,180
2485,453,0.00011724,0.7504,180
2486,453,0.00011714,0.7505,180
2487,453,0.00011704,0.7507,180
2488,453,0.00011698,0.7508,180
2489,453,0.00011689,0.7509,180
2490,453,0.00011676,0.751,180
2491,453,0.00011666,0.7511,180
2492,453,0.00011646,0.7512,180
2493,453,0.00011627,0.7514,180
2494,453,0.00011616,0.7515,180
2495,453,0.00011605,0.7516,180
2496,453,0.00011585,0.7517,180
2497,453,0.00011572,0.7518,180
2498,453,0.00011569,0.7519,180
2499,453,0.00011572,0.7521,180
2500,453,0.00011568,0.7522,180
2501,453,0.00011556,0.7523,180
2502,453,0.00011549,0.7524,180
2503,453,0.00011543,0.7525,180
2504,453,0.00011513,0.7526,180
2505,453,0.00011503,0.7528,180
2506,453,0.000115,0.7529,180
2507,453,0.0001149,0.753,180
2508,453,0.00011473,0.7531,180
2509,453,0.00011458,0.7532,180
2510,453,0.00011451,0.7533,180
2511,453,0.0001145,0.7534,180
2512,453,0.00011442,0.7536,180
2513,453,0.00011435,0.7537,180
2514,453,0.00011432,0.7538,180
2515,453,0.00011428,0.7539,180
2516,453,0.00011425,0.754,180
2517,453,0.00011418,0.7541,180
2518,453,0.00011417,0.7542,180
2519,453,0.00011417,0.7544,180
2520,453,0.00011399,0.7545,180
2521,453,0.00011389,0.7546,180
2522,453,0.00011385,0.7547,180
2523,453,0.00011382,0.7548,180
2524,453,0.00011378,0.7549,180
2525,453,0.00011378,0.755,180
2526,453,0.00011378,0.7552,180
2527,453,0.00011374,0.7553,180
2528,453,0.00011363,0.7554,180
2529,453,0.0001134,0.7555,180
2530,453,0.00011314,0.7556,180
2531,453,0.0001129,0.7557,180
2532,453,0.00011251,0.7558,180
2533,453,0.00011231,0.7559,180
2534,453,0.0001122,0.7561,180
2535,453,0.0001121,0.7562,180
2536,453,0.0001122,0.7563,180
2537,453,0.00011216,0.7564,180
2538,453,0.00011211,0.7565,180
2539,453,0.00011203,0.7566,180
2540,453,0.00011165,0.7567,180
2541,453,0.00011129,0.7568,180
2542,453,0.00011101,0.757,180
2543,453,0.00011079,0.7571,180
2544,453,0.0001105,0.7572,180
2545,453,0.00011042,0.7573,180
2546,453,0.00011046,0.7574,180
2547,453,0.00011058,0.7575,180
2548,453,0.00011104,0.7576,180
2549,453,0.00011127,0.7577,180
2550,453,0.00011138,0.7578,180
2551,453,0.00011143,0.7579,180
2552,453,0.00011136,0.7581,180
2553,453,0.00011134,0.7582,180
2554,453,0.00011132,0.7583,180
2555,453,0.00011127,0.7584,180
2556,453,0.00011107,0.7585,180
2557,453,0.00011098,0.7586,180
2558,453,0.00011077,0.7587,180
2559,453,0.00011053,0.7588,180
2560,453,0.00011036,0.7589,180
2561,453,0.00011027,0.7591,180
2562,453,0.00011018,0.7592,180
2563,453,0.00011006,0.7593,180
2564,453,0.00011018,0.7594,180
2565,453,0.00011018,0.7595,180
2566,453,0.00011014,0.7596,180
2567,453,0.00011006,0.7597,180
2568,453,0.00010999,0.7598,180
2569,453,0.00010998,0.7599,180
2570,453,0.00010988,0.7601,180
2571,453,0.00010964,0.7602,180
2572,453,0.00010939,0.7603,180
2573,453,0.00010925,0.7604,180
2574,453,0.00010921,0.7605,180
2575,453,0.00010917,0.7606,180
2576,453,0.00010916,0.7607,180
2577,453,0.0001092,0.7608,180
2578,453,0.00010921,0.7609,180
2579,453,0.00010908,0.761,180
2580,453,0.00010889,0.7611,180
2581,453,0.00010874,0.7613,180
2582,453,0.00010861,0.7614,180
2583,453,0.00010847,0.7615,180
2584,453,0.00010822,0.7616,180
2585,453,0.00010809,0.7617,180
2586,453,0.00010796,0.7618,180
2587,453,0.00010788,0.7619,180
2588,453,0.00010807,0.762,180
2589,453,0.00010813,0.7621,180
2590,453,0.00010817,0.7622,180
2591,453,0.00010819,0.7623,180
2592,453,0.00010822,0.7624,180
2593,453,0.00010821,0.7626,180
2594,453,0.00010819,0.7627,180
2595,453,0.00010812,0.7628,180
2596,453,0.00010801,0.7629,180
2597,453,0.00010781,0.763,180
2598,453,0.00010764,0.7631,180
2599,453,0.00010739,0.7632,180
2600,453,0.00010714,0.7633,180
2601,453,0.00010696,0.7634,180
2602,453,0.00010679,0.7635,180
2603,453,0.00010659,0.7636,180
2604,453,0.0001064,0.7637,180
2605,453,0.00010654,0.7638,180
2606,453,0.00010666,0.7639,180
2607,453,0.00010676,0.7641,180
2608,453,0.00010682,0.7642,180
2609,453,0.00010698,0.7643,180
2610,453,0.00010699,0.7644,180
2611,453,0.00010694,0.7645,180
2612,453,0.00010685,0.7646,180
2613,453,0.00010648,0.7647,180
2614,453,0.0001063,0.7648,180
2615,453,0.00010624,0.7649,180
2616,453,0.00010628,0.765,180
2617,453,0.00010641,0.7651,180
2618,453,0.00010639,0.7652,180
2619,453,0.00010625,0.7653,180
2620,453,0.00010608,0.7654,180
2621,453,0.00010592,0.7655,180
2622,453,0.00010573,0.7656,180
2623,453,0.00010552,0.7658,180
2624,453,0.00010534,0.7659,180
2625,453,0.00010506,0.766,180
2626,453,0.00010482,0.7661,180
2627,453,0.00010471,0.7662,180
2628,453,0.00010469,0.7663,180
2629,453,0.00010472,0.7664,180
2630,453,0.0001047,0.7665,180
2631,453,0.00010467,0.7666,180
2632,453,0.00010464,0.7667,180
2633,453,0.0001046,0.7668,180
2634,453,0.00010443,0.7669,180
2635,453,0.00010419,0.767,180
2636,453,0.00010398,0.7671,180
2637,453,0.00010378,0.7672,180
2638,453,0.00010366,0.7673,180
2639,453,0.00010352,0.7674,180
2640,453,0.00010333,0.7675,180
2641,453,0.00010336,0.7676,180
2642,453,0.00010323,0.7677,180
2643,453,0.0001031,0.7678,180
2644,453,0.00010305,0.7679,180
2645,453,0.00010289,0.768,180
2646,453,0.00010286,0.7681,180
2647,453,0.00010286,0.7683,180
2648,453,0.00010284,0.7684,180
2649,453,0.00010313,0.7685,180
2650,453,0.00010329,0.7686,180
2651,453,0.00010336,0.7687,180
2652,453,0.00010336,0.7688,180
2653,453,0.00010349,0.7689,180
2654,453,0.00010355,0.769,180
2655,453,0.00010353,0.7691,180
2656,453,0.00010349,0.7692,180
2657,453,0.00010331,0.7693,180
2658,453,0.00010318,0.7694,180
2659,453,0.00010303,0.7695,180
2660,453,0.00010286,0.7696,180
2661,453,0.00010267,0.7697,180
2662,453,0.00010248,0.7698,180
2663,453,0.00010227,0.7699,180
2664,453,0.00010203,0.77,180
2665,453,0.00010195,0.7701,180
2666,453,0.00010186,0.7702,180
2667,453,0.0001018,0.7703,180
2668,453,0.00010168,0.7704,180
2669,453,0.00010161,0.7705,180
2670,453,0.00010153,0.7706,180
2671,453,0.00010151,0.7707,180
2672,453,0.00010155,0.7708,180
2673,453,0.00010145,0.7709,180
2674,453,0.00010138,0.771,180
2675,453,0.00010135,0.7711,180
2676,453,0.00010142,0.7712,180
2677,453,0.00010133,0.7713,180
2678,453,0.00010117,0.7714,180
2679,453,0.00010097,0.7715,180
2680,453,0.0001008,0.7716,180
2681,453,0.00010065,0.7717,180
2682,453,0.0001006,0.7718,180
2683,453,0.00010053,0.7719,180
2684,453,0.00010044,0.772,180
2685,453,0.00010046,0.7721,180
2686,453,0.00010037,0.7722,180
2687,453,0.00010027,0.7723,180
2688,453,0.0001002,0.7724,180
2689,453,0.00009998,0.7725,180
2690,453,0.00009996,0.7726,180
2691,453,0.00009994,0.7727,180
2692,453,0.00009982,0.7728,180
2693,453,0.00009982,0.7729,180
2694,453,0.00009983,0.773,180
2695,453,0.00009994,0.7731,180
2696,453,0.0001001,0.7732,180
2697,453,0.00010006,0.7733,180
2698,453,0.00009993,0.7734,180
2699,453,0.00009979,0.7735,180
2700,453,0.00009965,0.7736,180
2701,453,0.00009954,0.7737,180
2702,453,0.0000995,0.7738,180
2703,453,0.00009943,0.7739,180
2704,453,0.00009931,0.774,180
2705,453,0.0000994,0.7741,180
2706,453,0.00009944,0.7742,180
2707,453,0.00009949,0.7743,180
2708,453,0.00009951,0.7744,180
2709,453,0.00009936,0.7745,180
2710,453,0.00009924,0.7746,180
2711,453,0.00009916,0.7747,180
2712,453,0.00009909,0.7748,180
2713,453,0.00009884,0.7749,180
2714,453,0.00009871,0.775,180
2715,453,0.00009856,0.7751,180
2716,453,0.00009839,0.7752,180
2717,453,0.00009832,0.7753,180
2718,453,0.00009818,0.7754,180
2719,453,0.00009801,0.7755,180
2720,453,0.00009781,0.7756,180
2721,453,0.00009776,0.7757,180
2722,453,0.00009773,0.7758,180
2723,453,0.0000977,0.7759,180
2724,453,0.00009774,0.776,180
2725,453,0.00009782,0.7761,180
2726,453,0.00009779,0.7762,180
2727,453,0.00009772,0.7763,180
2728,453,0.00009761,0.7764,180
2729,453,0.00009732,0.7765,180
2730,453,0.00009703,0.7766,180
2731,453,0.00009674,0.7767,180
2732,453,0.00009648,0.7768,180
2733,453,0.00009634,0.7769,180
2734,453,0.00009628,0.777,180
2735,453,0.00009621,0.7771,180
2736,453,0.00009616,0.7772,180
2737,453,0.00009639,0.7773,180
2738,453,0.0000964,0.7774,180
2739,453,0.00009635,0.7775,180
2740,453,0.00009636,0.7776,180
2741,453,0.00009631,0.7776,180
2742,453,0.00009628,0.7777,180
2743,453,0.00009617,0.7778,180
2744,453,0.000096,0.7779,180
2745,453,0.00009601,0.778,180
2746,453,0.00009606,0.7781,180
2747,453,0.00009607,0.7782,180
2748,453,0.00009604,0.7783,180
2749,453,0.00009612,0.7784,180
2750,453,0.00009608,0.7785,180
2751,453,0.000096,0.7786,180
2752,453,0.00009595,0.7787,180
2753,453,0.00009585,0.7788,180
2754,453,0.00009582,0.7789,180
2755,453,0.00009578,0.779,180
2756,453,0.00009569,0.7791,180
2757,453,0.00009563,0.7792,180
2758,453,0.00009548,0.7793,180
2759,453,0.00009536,0.7794,180
2760,453,0.00009521,0.7795,180
2761,453,0.00009511,0.7796,180
2762,453,0.00009505,0.7797,180
2763,453,0.00009495,0.7798,180
2764,453,0.0000948,0.7799,180
2765,453,0.00009492,0.7799,180
2766,453,0.00009496,0.78,180
2767,453,0.00009499,0.7801,180
2768,453,0.00009499,0.7802,180
2769,453,0.00009496,0.7803,180
2770,453,0.00009493,0.7804,180
2771,453,0.0000949,0.7805,180
2772,453,0.00009483,0.7806,180
2773,453,0.00009457,0.7807,180
2774,453,0.00009438,0.7808,180
2775,453,0.00009427,0.7809,180
2776,453,0.00009423,0.781,180
2777,453,0.00009418,0.7811,180
2778,453,0.00009408,0.7812,180
2779,453,0.00009394,0.7813,180
2780,453,0.00009377,0.7814,180
2781,453,0.0000937,0.7815,180
2782,453,0.00009354,0.7816,180
2783,453,0.00009341,0.7816,180
2784,453,0.0000933,0.7817,180
2785,453,0.00009317,0.7818,180
2786,453,0.00009307,0.7819,180
2787,453,0.00009299,0.782,180
2788,453,0.00009293,0.7821,180
2789,453,0.00009308,0.7822,180
2790,453,0.00009318,0.7823,180
2791,453,0.0000932,0.7824,180
2792,453,0.00009314,0.7825,180
2793,453,0.00009317,0.7826,180
2794,453,0.00009309,0.7827,180
2795,453,0.00009301,0.7828,180
2796,453,0.0000929,0.7829,180
2797,453,0.0000926,0.7829,180
2798,453,0.0000924,0.783,180
2799,453,0.00009227,0.7831,180
2800,453,0.00009218,0.7832,180
2801,453,0.00009223,0.7833,180
2802,453,0.00009227,0.7834,180
2803,453,0.00009232,0.7835,180
2804,453,0.00009234,0.7836,180
2805,453,0.00009249,0.7837,180
2806,453,0.00009246,0.7838,180
2807,453,0.00009237,0.7839,180
2808,453,0.00009229,0.784,180
2809,453,0.00009198,0.7841,180
2810,453,0.00009169,0.7841,180
2811,453,0.00009154,0.7842,180
2812,453,0.00009149,0.7843,180
2813,453,0.00009143,0.7844,180
2814,453,0.00009136,0.7845,180
2815,453,0.00009132,0.7846,180
2816,453,0.00009133,0.7847,180
2817,453,0.00009136,0.7848,180
2818,453,0.00009134,0.7849,180
2819,453,0.00009135,0.785,180
2820,453,0.0000913,0.7851,180
2821,453,0.00009102,0.7852,180
2822,453,0.00009084,0.7852,180
2823,453,0.00009069,0.7853,180
2824,453,0.00009055,0.7854,180
2825,453,0.00009034,0.7855,180
2826,453,0.00009019,0.7856,180
2827,453,0.00009011,0.7857,180
2828,453,0.00009009,0.7858,180
2829,453,0.00009006,0.7859,180
2830,453,0.00008998,0.786,180
2831,453,0.00008993,0.7861,180
2832,453,0.0000899,0.7861,180
2833,453,0.00008977,0.7862,180
2834,453,0.00008972,0.7863,180
2835,453,0.00008973,0.7864,180
2836,453,0.00008973,0.7865,180
2837,453,0.00008975,0.7866,180
2838,453,0.0000898,0.7867,180
2839,453,0.00008986,0.7868,180
2840,453,0.00008982,0.7869,180
2841,453,0.00008987,0.787,180
2842,453,0.00008986,0.787,180
2843,453,0.0000898,0.7871,180
2844,453,0.00008974,0.7872,180
2845,453,0.00008964,0.7873,180
2846,453,0.00008955,0.7874,180
2847,453,0.00008937,0.7875,180
2848,453,0.00008907,0.7876,180
2849,453,0.00008875,0.7877,180
2850,453,0.00008864,0.7878,180
2851,453,0.00008859,0.7878,180
2852,453,0.00008848,0.7879,180
2853,453,0.00008843,0.788,180
2854,453,0.00008834,0.7881,180
2855,453,0.00008824,0.7882,180
2856,453,0.00008813,0.7883,180
2857,453,0.00008795,0.7884,180
2858,453,0.00008777,0.7885,180
2859,453,0.00008757,0.7886,180
2860,453,0.0000874,0.7886,180
2861,453,0.0000872,0.7887,180
2862,453,0.0000871,0.7888,180
2863,453,0.00008703,0.7889,180
2864,453,0.00008699,0.789,180
2865,453,0.00008714,0.7891,180
2866,453,0.00008724,0.7892,180
2867,453,0.00008734,0.7893,180
2868,453,0.00008745,0.7893,180
2869,453,0.00008753,0.7894,180
2870,453,0.00008746,0.7895,180
2871,453,0.00008727,0.7896,180
2872,453,0.00008707,0.7897,180
2873,453,0.00008671,0.7898,180
2874,453,0.0000866,0.7899,180
2875,453,0.00008653,0.7899,180
2876,453,0.00008643,0.79,180
2877,453,0.00008648,0.7901,180
2878,453,0.00008648,0.7902,180
2879,453,0.00008654,0.7903,180
2880,453,0.00008664,0.7904,180
2881,453,0.00008663,0.7905,180
2882,453,0.00008661,0.7906,180
2883,453,0.00008657,0.7906,180
2884,453,0.00008652,0.7907,180
2885,453,0.00008638,0.7908,180
2886,453,0.00008628,0.7909,180
2887,453,0.0000862,0.791,180
2888,453,0.00008618,0.7911,180
2889,453,0.0000861,0.7912,180
2890,453,0.00008594,0.7912,180
2891,453,0.00008574,0.7913,180
2892,453,0.00008556,0.7914,180
2893,453,0.00008536,0.7915,180
2894,453,0.00008523,0.7916,180
2895,453,0.00008517,0.7917,180
2896,453,0.00008512,0.7918,180
2897,453,0.0000851,0.7918,180
2898,453,0.00008511,0.7919,180
2899,453,0.00008516,0.792,180
2900,453,0.00008521,0.7921,180
2901,453,0.00008515,0.7922,180
2902,453,0.00008511,0.7923,180
2903,453,0.00008506,0.7924,180
2904,453,0.00008499,0.7924,180
2905,453,0.00008484,0.7925,180
2906,453,0.00008475,0.7926,180
2907,453,0.00008467,0.7927,180
2908,453,0.00008463,0.7928,180
2909,453,0.00008469,0.7929,180
2910,453,0.00008472,0.7929,180
2911,453,0.00008471,0.793,180
2912,453,0.00008475,0.7931,180
2913,453,0.00008485,0.7932,180
2914,453,0.0000849,0.7933,180
2915,453,0.00008491,0.7934,180
2916,453,0.0000849,0.7935,180
2917,453,0.00008475,0.7935,180
2918,453,0.00008464,0.7936,180
2919,453,0.00008457,0.7937,180
2920,453,0.00008451,0.7938,180
2921,453,0.00008427,0.7939,180
2922,453,0.0000841,0.794,180
2923,453,0.00008397,0.794,180
2924,453,0.00008389,0.7941,180
2925,453,0.00008378,0.7942,180
2926,453,0.00008367,0.7943,180
2927,453,0.00008354,0.7944,180
2928,453,0.00008343,0.7945,180
2929,453,0.0000834,0.7945,180
2930,453,0.0000833,0.7946,180
2931,453,0.00008322,0.7947,180
2932,453,0.00008317,0.7948,180
2933,453,0.00008322,0.7949,180
2934,453,0.00008326,0.795,180
2935,453,0.00008324,0.795,180
2936,453,0.00008317,0.7951,180
2937,453,0.00008312,0.7952,180
2938,453,0.00008299,0.7953,180
2939,453,0.00008286,0.7954,180
2940,453,0.00008276,0.7955,180
2941,453,0.00008259,0.7955,180
2942,453,0.00008252,0.7956,180
2943,453,0.00008243,0.7957,180
2944,453,0.00008234,0.7958,180
2945,453,0.00008243,0.7959,180
2946,453,0.00008256,0.796,180
2947,453,0.00008271,0.796,180
2948,453,0.00008282,0.7961,180
2949,453,0.00008307,0.7962,180
2950,453,0.00008321,0.7963,180
2951,453,0.00008325,0.7964,180
2952,453,0.00008326,0.7965,180
2953,453,0.00008318,0.7965,180
2954,453,0.00008304,0.7966,180
2955,453,0.00008289,0.7967,180
2956,453,0.00008275,0.7968,180
2957,453,0.00008241,0.7969,180
2958,453,0.00008215,0.797,180
2959,453,0.00008197,0.797,180
2960,453,0.00008185,0.7971,180
2961,453,0.0000818,0.7972,180
2962,453,0.00008174,0.7973,180
2963,453,0.00008168,0.7974,180
2964,453,0.0000816,0.7974,180
2965,453,0.00008158,0.7975,180
2966,453,0.00008151,0.7976,180
2967,453,0.00008142,0.7977,180
2968,453,0.00008131,0.7978,180
2969,453,0.00008115,0.7979,180
2970,453,0.00008104,0.7979,180
2971,453,0.00008098,0.798,180
2972,453,0.00008092,0.7981,180
2973,453,0.00008101,0.7982,180
2974,453,0.00008103,0.7983,180
2975,453,0.00008105,0.7983,180
2976,453,0.00008104,0.7984,180
2977,453,0.00008113,0.7985,180
2978,453,0.00008113,0.7986,180
2979,453,0.00008106,0.7987,180
2980,453,0.00008097,0.7987,180
2981,453,0.00008088,0.7988,180
2982,453,0.00008075,0.7989,180
2983,453,0.00008059,0.799,180
2984,453,0.0000804,0.7991,180
2985,453,0.00008015,0.7991,180
2986,453,0.00008001,0.7992,180
2987,453,0.00007987,0.7993,180
2988,453,0.00007973,0.7994,180
2989,453,0.00007974,0.7995,180
2990,453,0.00007974,0.7995,180
2991,453,0.00007975,0.7996,180
2992,453,0.00007975,0.7997,180
2993,453,0.00007982,0.7998,180
2994,453,0.00007974,0.7999,180
2995,453,0.00007958,0.7999,180
2996,453,0.00007944,0.8,180
2997,453,0.00007918,0.8001,180
2998,453,0.00007896,0.8002,180
2999,453,0.00007876,0.8003,180
3000,453,0.00007858,0.8003,180
3001,453,0.00007844,0.8004,180
3002,453,0.00007831,0.8005,180
3003,453,0.00007821,0.8006,180
3004,453,0.0000781,0.8007,180
3005,453,0.00007801,0.8007,180
3006,453,0.00007788,0.8008,180
3007,453,0.00007779,0.8009,180
3008,453,0.00007771,0.801,180
3009,453,0.0000776,0.801,180
3010,453,0.00007757,0.8011,180
3011,453,0.00007753,0.8012,180
3012,453,0.00007749,0.8013,180
3013,453,0.00007763,0.8014,180
3014,453,0.00007776,0.8014,180
