t,T,x,xdot,idx
0.0,453.15,0.001,0.012687990450458672,180.0
2.0,453.15,0.026375980900917344,0.012687990450458672,180.0
4.0,453.15,0.050873052557361256,0.012248535828221958,180.0
6.0,453.15,0.07452965744509125,0.011828302443865,180.0
8.0,453.15,0.09738221193280663,0.01142627724385769,180.0
10.0,453.15,0.11946523095004447,0.011041509508618912,180.0
11.999999999999998,453.15,0.1408114439014569,0.010673106475706217,180.0
13.999999999999998,453.15,0.16145190251689878,0.01032022930772094,180.0
16.0,453.15,0.18141608126666295,0.009982089374882078,180.0
18.0,453.15,0.20073197091684206,0.009657944825089549,180.0
20.0,453.15,0.21942616575057777,0.009347097416867858,180.0
22.0,453.15,0.23752394493635348,0.009048889592887856,180.0
23.999999999999996,453.15,0.2550493484840258,0.008762701773836151,180.0
25.999999999999996,453.15,0.27202524819255547,0.008487949854264843,180.0
27.999999999999996,453.15,0.28847341396001736,0.00822408288373094,180.0
29.999999999999996,453.15,0.3044145757961084,0.007970580918045525,180.0
32.0,453.15,0.31986848184973815,0.007726953026814863,180.0
34.0,453.15,0.3348539527391084,0.007492735444685133,180.0
36.0,453.15,0.34938893244873476,0.0072674898548131875,180.0
38.0,453.15,0.3634905360369148,0.00705080179409001,180.0
40.0,453.15,0.3771750943780196,0.006842279170552413,180.0
42.0,453.15,0.39045819614650307,0.006641550884241726,180.0
44.0,453.15,0.40335472723353216,0.006448265543514537,180.0
46.0,453.15,0.4158789077725072,0.006262090269487526,180.0
47.99999999999999,453.15,0.428044326936334,0.006082709581913387,180.0
49.99999999999999,453.15,0.4398639756570206,0.00590982436034332,180.0
51.99999999999999,453.15,0.4513502774069004,0.005743150874939897,180.0
53.99999999999999,453.15,0.4625151171704332,0.005582419881766399,180.0
55.99999999999999,453.15,0.47336986872603337,0.005427375777800089,180.0
57.99999999999999,453.15,0.48392542034863495,0.005277775811300781,180.0
59.99999999999999,453.15,0.4941921990356678,0.0051333893435164275,180.0
61.99999999999999,453.15,0.504180193351722,0.004993997158027117,180.0
64.0,453.15,0.5138989749803642,0.004859390814321052,180.0
66.0,453.15,0.5233577190652905,0.00472937204246313,180.0
68.00000000000001,453.15,0.5325652234172125,0.004603752175960966,180.0
70.00000000000001,453.15,0.5415299266575263,0.004482351620156931,180.0
72.00000000000003,453.15,0.5502599253648854,0.004364999353679576,180.0
74.00000000000003,453.15,0.5587629902862367,0.004251532460675617,180.0
76.00000000000004,453.15,0.5670465816696685,0.0041417956917159365,180.0
78.00000000000004,453.15,0.5751178637725226,0.004035641051427081,180.0
80.00000000000004,453.15,0.5829837185946127,0.00393292741104504,180.0
82.00000000000006,453.15,0.5906507588830556,0.003833520144221428,180.0
84.00000000000006,453.15,0.5981253404521256,0.003737290784534976,180.0
86.00000000000007,453.15,0.6054135738586738,0.003644116703274083,180.0
88.00000000000007,453.15,0.6125213354709941,0.00355388080616017,180.0
90.00000000000009,453.15,0.6194542779665487,0.0034664712477773104,180.0
92.00000000000009,453.15,0.6262178402916725,0.0033817811625618693,180.0
94.00000000000009,453.15,0.6328172571142471,0.0032997084112873043,180.0
96.0000000000001,453.15,0.6392575677983559,0.0032201553420543824,180.0
98.0000000000001,453.15,0.6455436249280887,0.0031430285648664123,180.0
100.00000000000011,453.15,0.6516801024059551,0.0030682387389331925,180.0
102.00000000000011,453.15,0.6576715031497682,0.0029957003719065637,180.0
104.00000000000013,453.15,0.6635221664103786,0.0029253316303052257,180.0
106.00000000000013,453.15,0.669236274731253,0.002857054160437175,180.0
108.00000000000014,453.15,0.674817860569603,0.0027907929191750076,180.0
110.00000000000014,453.15,0.6802708125975686,0.002726476013982781,180.0
112.00000000000014,453.15,0.6855988817008355,0.0026640345516334234,180.0
114.00000000000016,453.15,0.6908056866910215,0.0026034024950929804,180.0
116.00000000000016,453.15,0.6958947197471868,0.0025445165280826407,180.0
118.00000000000017,453.15,0.70086935160091,0.002487315926861613,180.0
120.00000000000016,453.15,0.7057328364785176,0.002431742438803773,180.0
122.00000000000016,453.15,0.7104883168132551,0.002377740167368726,180.0
124.00000000000014,453.15,0.7151388277394425,0.0023252554630936837,180.0
126.00000000000014,453.15,0.7196873013799555,0.0022742368202565257,180.0
128.00000000000014,453.15,0.7241365709377209,0.002224634778882682,180.0
130.0000000000001,453.15,0.7284893746012994,0.0021764018317892383,180.0
132.0000000000001,453.15,0.7327483592740572,0.002129492336378954,180.0
134.0000000000001,453.15,0.736916084135887,0.002083862430914882,180.0
136.0000000000001,453.15,0.7409950240459331,0.002039469955023031,180.0
138.00000000000009,453.15,0.7449875727943054,0.001996274374186159,180.0
140.00000000000009,453.15,0.748896046210318,0.00195423670800633,180.0
142.00000000000009,453.15,0.752722685134373,0.0019133194620274947,180.0
144.00000000000009,453.15,0.7564696582602171,0.0018734865629220338,180.0
146.00000000000006,453.15,0.7601390648539311,0.0018347032968570583,180.0
148.00000000000006,453.15,0.7637329373556658,0.0017969362508673391,180.0
150.00000000000006,453.15,0.76725324386981,0.0017601532570720852,180.0
152.00000000000006,453.15,0.7707018905489749,0.0017243233395824707,180.0
154.00000000000003,453.15,0.7740807238768865,0.001689416663955849,180.0
156.00000000000003,453.15,0.7773915328550087,0.001655404489061078,180.0
158.00000000000003,453.15,0.7806360510974633,0.0016222591212272908,180.0
160.00000000000003,453.15,0.783815958838575,0.0015899538705558827,180.0
162.0,453.15,0.7869328848571399,0.001558463009282413,180.0
164.0,453.15,0.7899884083213032,0.0015277617320816773,180.0
166.0,453.15,0.7929840605577337,0.0014978261182152634,180.0
168.0,453.15,0.7959213267485871,0.001468633095426667,180.0
169.99999999999997,453.15,0.7988016475595758,0.0014401604054943987,180.0
171.99999999999997,453.15,0.801626420702293,0.0014123865713585645,180.0
173.99999999999997,453.15,0.8043970024337752,0.00138529086574112,180.0
175.99999999999997,453.15,0.8071147089961441,0.0013588532811844602,180.0
177.99999999999994,453.15,0.8097808179990185,0.0013330545014371687,180.0
179.99999999999994,453.15,0.8123965697472578,0.001307875874119674,180.0
181.99999999999994,453.15,0.8149631685164703,0.0012832993846062565,180.0
183.99999999999994,453.15,0.8174817837785969,0.001259307631063306,180.0
185.99999999999991,453.15,0.8199535513797709,0.0012358838005869963,180.0
187.99999999999991,453.15,0.8223795746725441,0.0012130116463866148,180.0
189.99999999999991,453.15,0.8247609256044695,0.001190675465962665,180.0
191.99999999999991,453.15,0.8270986457649326,0.0011688600802315886,180.0
193.9999999999999,453.15,0.8293937473920356,0.0011475508135515072,180.0
195.9999999999999,453.15,0.8316472143412472,0.0011267334746057995,180.0
197.9999999999999,453.15,0.8338600030174544,0.001106394338103604,180.0
199.9999999999999,453.15,0.8360330432719714,0.0010865201272584819,180.0
201.99999999999986,453.15,0.8381672392659884,0.0010670979970084913,180.0
203.99999999999986,453.15,0.840263470301874,0.0010481155179428337,180.0
205.99999999999986,453.15,0.8423225916236781,0.0010295606609020329,180.0
207.99999999999986,453.15,0.8443454351881187,0.0010114217822203002,180.0
209.99999999999983,453.15,0.8463328104072794,0.0009936876095803502,180.0
211.99999999999983,453.15,0.8482855048641842,0.0009763472284524301,180.0
213.99999999999983,453.15,0.8502042850023658,0.0009593900690907748,180.0
215.99999999999983,453.15,0.8520898967904899,0.0009428058940620316,180.0
217.9999999999998,453.15,0.8539430663630528,0.0009265847862814912,180.0
219.9999999999998,453.15,0.8557645006381212,0.0009107171375341515,180.0
221.9999999999998,453.15,0.8575548879130388,0.000895193637458798,180.0
