t,T,x,xdot,idx
0.0,338.15,0.001,0.0017683650614035372,65
2.0,338.15,0.0045367301228070745,0.0017683650614035372,65
4.0,338.15,0.008060939264671635,0.0017621045709322804,65
6.0,338.15,0.011572671753251808,0.001755866244290086,65
8.0,338.15,0.015071971759273821,0.001749650003011006,65
10.0,338.15,0.01855888329708759,0.0017434557689068836,65
11.999999999999998,338.15,0.022033450225220325,0.0017372834640663683,65
13.999999999999998,338.15,0.0254957162469282,0.0017311330108539377,65
16.0,338.15,0.02894572491074604,0.0017250043319089197,65
18.0,338.15,0.03238351961103508,0.0017188973501445204,65
20.0,338.15,0.03580914358852879,0.0017128119887468533,65
22.0,338.15,0.03922263993087674,0.0017067481711739744,65
23.999999999999996,338.15,0.04262405157318658,0.0017007058211549184,65
25.999999999999996,338.15,0.04601342129856406,0.0016946848626887402,65
27.999999999999996,338.15,0.04939079173865118,0.0016886852200435586,65
29.999999999999996,338.15,0.05275620537416238,0.0016827068177556036,65
32.0,338.15,0.056109704535418914,0.0016767495806282672,65
34.0,338.15,0.05945133140288123,0.0016708134337311581,65
36.0,338.15,0.06278112800767954,0.0016648983023991582,65
38.0,338.15,0.06609913623214252,0.0016590041122314851,65
40.0,338.15,0.06940539781032402,0.0016531307890907546,65
42.0,338.15,0.07269995432852812,0.0016472782591020487,65
44.0,338.15,0.0759828472258321,0.0016414464486519873,65
46.0,338.15,0.0792541177946077,0.0016356352843878007,65
47.99999999999999,338.15,0.08251380718104051,0.001629844693216409,65
49.99999999999999,338.15,0.08576195638564751,0.0016240746023035004,65
51.99999999999999,338.15,0.08899860626379275,0.0016183249390726167,65
53.99999999999999,338.15,0.09222379752620123,0.0016125956312042404,65
55.99999999999999,338.15,0.095437570739471,0.001606886606634884,65
57.99999999999999,338.15,0.09863996632658337,0.0016011977935561843,65
59.99999999999999,338.15,0.10183102456741136,0.0015955291204139998,65
61.99999999999999,338.15,0.10501078559922637,0.0015898805159075093,65
64.0,338.15,0.108179289417203,0.0015842519089883159,65
66.0,338.15,0.11133657587492211,0.0015786432288595535,65
68.00000000000001,338.15,0.1144826846848721,0.001573054404974996,65
70.00000000000001,338.15,0.11761765541894845,0.0015674853670381698,65
72.00000000000003,338.15,0.12074152750895138,0.0015619360450014699,65
74.00000000000003,338.15,0.12385434024708195,0.0015564063690652788,65
76.00000000000004,338.15,0.1269561327864361,0.0015508962696770886,65
78.00000000000004,338.15,0.13004694414149737,0.0015454056775306261,65
80.00000000000004,338.15,0.13312681318862732,0.001539934523564981,65
82.00000000000006,338.15,0.1361957786665548,0.0015344827389637368,65
84.00000000000006,338.15,0.13925387917686302,0.0015290502551541065,65
86.00000000000007,338.15,0.14230115318447517,0.0015236370038060692,65
88.00000000000007,338.15,0.1453376390181382,0.0015182429168315102,65
90.00000000000009,338.15,0.14836337487090492,0.0015128679263833654,65
92.00000000000009,338.15,0.15137839880061446,0.0015075119648547684,65
94.00000000000009,338.15,0.15438274873037086,0.0015021749648781977,65
96.0000000000001,338.15,0.15737646244902012,0.0014968568593246327,65
98.0000000000001,338.15,0.16035957761162553,0.001491557581302707,65
100.00000000000011,338.15,0.16333213173994127,0.0014862770641578676,65
102.00000000000011,338.15,0.16629416222288435,0.001481015241471537,65
104.00000000000013,338.15,0.1692457063170049,0.0014757720470602767,65
106.00000000000013,338.15,0.1721868011469548,0.001470547414974957,65
108.00000000000014,338.15,0.17511748370595465,0.0014653412794999236,65
110.00000000000014,338.15,0.178037790856259,0.0014601535751521762,65
112.00000000000014,338.15,0.1809477593296201,0.0014549842366805392,65
114.00000000000016,338.15,0.18384742572774979,0.001449833199064846,65
116.00000000000016,338.15,0.18673682652278,0.0014447003975151178,65
118.00000000000017,338.15,0.1896159980577215,0.0014395857674707505,65
120.00000000000016,338.15,0.1924849765469209,0.0014344892445997013,65
122.00000000000016,338.15,0.19534379807651625,0.0014294107647976808,65
124.00000000000014,338.15,0.19819249860489094,0.0014243502641873458,65
126.00000000000014,338.15,0.20103111396312592,0.0014193076791174963,65
128.00000000000014,338.15,0.20385967985545048,0.0014142829461622748,65
130.0000000000001,338.15,0.20667823185969122,0.0014092760021203684,65
132.0000000000001,338.15,0.20948680542771966,0.001404286784014214,65
134.0000000000001,338.15,0.21228543588589807,0.001399315229089206,65
136.0000000000001,338.15,0.21507415843552388,0.0013943612748129072,65
138.00000000000009,338.15,0.2178530081532724,0.001389424858874262,65
140.00000000000009,338.15,0.22062201999163802,0.0013845059191828133,65
142.00000000000009,338.15,0.22338122877937386,0.0013796043938679198,65
144.00000000000009,338.15,0.22613066922192981,0.0013747202212779802,65
146.00000000000006,338.15,0.22887037590188913,0.001369853339979656,65
148.00000000000006,338.15,0.23160038327940333,0.0013650036887570996,65
150.00000000000006,338.15,0.2343207256926257,0.0013601712066111835,65
152.00000000000006,338.15,0.23703143735814317,0.0013553558327587347,65
154.00000000000003,338.15,0.2397325523714067,0.0013505575066317674,65
156.00000000000003,338.15,0.24242410470716014,0.0013457761678767246,65
158.00000000000003,338.15,0.24510612821986758,0.0013410117563537162,65
160.00000000000003,338.15,0.2477786566441391,0.0013362642121357636,65
162.0,338.15,0.2504417235951552,0.0013315334755080463,65
164.0,338.15,0.2530953625690895,0.00132681948696715,65
166.0,338.15,0.25573960694353015,0.0013221221872203191,65
168.0,338.15,0.2583744899778996,0.0013174415171847097,65
169.99999999999997,338.15,0.2610000448138729,0.001312777417986648,65
171.99999999999997,338.15,0.26361630447579465,0.0013081298309608877,65
173.99999999999997,338.15,0.2662233018710944,0.0013034986976498749,65
175.99999999999997,338.15,0.2688210697907004,0.0012988839598030099,65
177.99999999999994,338.15,0.27140964090945224,0.0012942855593759167,65
179.99999999999994,338.15,0.2739890477865117,0.0012897034385297116,65
181.99999999999994,338.15,0.27655932286577223,0.001285137539630276,65
183.99999999999994,338.15,0.2791204984762673,0.0012805878052475328,65
185.99999999999991,338.15,0.2816726068325767,0.0012760541781547217,65
187.99999999999991,338.15,0.28421568003523207,0.0012715366013276808,65
189.99999999999991,338.15,0.2867497500711203,0.0012670350179441302,65
191.99999999999991,338.15,0.2892748488138862,0.0012625493713829547,65
193.9999999999999,338.15,0.2917910080243332,0.001258079605223494,65
195.9999999999999,338.15,0.2942982593508229,0.001253625663244832,65
197.9999999999999,338.15,0.29679663432967307,0.0012491874894250902,65
199.9999999999999,338.15,0.2992861643855545,0.0012447650279407225,65
201.99999999999986,338.15,0.30176688083188613,0.0012403582231658129,65
203.99999999999986,338.15,0.3042388148712289,0.0012359670196713764,65
205.99999999999986,338.15,0.30670199759567823,0.0012315913622246617,65
207.99999999999986,338.15,0.30915645998725516,0.0012272311957884567,65
209.99999999999983,338.15,0.311602232918296,0.0012228864655203949,65
211.99999999999983,338.15,0.3140393471518405,0.0012185571167722677,65
213.99999999999983,338.15,0.31646783334201917,0.0012142430950893353,65
215.99999999999983,338.15,0.31888772203443844,0.0012099443462096427,65
217.9999999999998,338.15,0.3212990436665651,0.0012056608160633368,65
219.9999999999998,338.15,0.3237018285681091,0.001201392450771986,65
221.9999999999998,338.15,0.3260961069614049,0.0011971391966479037,65
223.9999999999998,338.15,0.32848190896179186,0.0011929010001934714,65
225.99999999999977,338.15,0.3308592645779928,0.0011886778081004676,65
227.99999999999977,338.15,0.3332282037124916,0.001184469567249395,65
229.99999999999977,338.15,0.33558875616190925,0.0011802762247088154,65
231.99999999999977,338.15,0.33794095161737864,0.0011760977277346805,65
233.99999999999974,338.15,0.34028481966491797,0.0011719340237696715,65
235.99999999999974,338.15,0.34262038978580306,0.0011677850604425355,65
237.99999999999974,338.15,0.3449476913569379,0.001163650785567429,65
239.99999999999974,338.15,0.34726675365122445,0.0011595311471432606,65
241.99999999999972,338.15,0.3495776058379305,0.0011554260933530358,65
243.99999999999972,338.15,0.3518802769830569,0.001151335572563207,65
245.99999999999972,338.15,0.354174796049703,0.0011472595333230232,65
247.99999999999972,338.15,0.35646119189843073,0.0011431979243638828,65
249.9999999999997,338.15,0.3587394932876281,0.0011391506945986893,65
251.9999999999997,338.15,0.3610097288738705,0.0011351177931212082,65
253.9999999999997,338.15,0.36327192721228135,0.0011310991692054264,65
255.9999999999997,338.15,0.3655261167568912,0.001127094772304915,65
257.99999999999966,338.15,0.36777232586099556,0.001123104552052193,65
259.99999999999966,338.15,0.37001058277751175,0.0011191284582580943,65
261.99999999999966,338.15,0.37224091565933404,0.0011151664409111352,65
263.99999999999966,338.15,0.3744633525596878,0.001111218450176887,65
265.99999999999966,338.15,0.3766779214324825,0.0011072844363973478,65
267.99999999999966,338.15,0.37888465013266315,0.0011033643500903188,65
269.9999999999996,338.15,0.3810835664165607,0.0010994581419487815,65
271.9999999999996,338.15,0.3832746979422413,0.0010955657628402772,65
273.9999999999996,338.15,0.38545807226985385,0.00109168716380629,65
275.9999999999996,338.15,0.3876337168619771,0.0010878222960616296,65
277.9999999999996,338.15,0.38980165908396475,0.0010839711109938196,65
279.9999999999996,338.15,0.3919619262042897,0.0010801335601624835,65
281.9999999999996,338.15,0.3941145453948872,0.0010763095952987384,65
283.9999999999996,338.15,0.3962595437314964,0.0010724991683045849,65
285.99999999999955,338.15,0.398396948194001,0.0010687022312523041,65
287.99999999999955,338.15,0.4005267856667687,0.0010649187363838545,65
289.99999999999955,338.15,0.4026490829389892,0.0010611486361102706,65
291.99999999999955,338.15,0.40476386670501135,0.0010573918830110646,65
293.99999999999955,338.15,0.4068711635646786,0.0010536484298336304,65
295.99999999999955,338.15,0.40897100002366393,0.0010499182294926481,65
297.99999999999955,338.15,0.4110634024938029,0.0010462012350694943,65
299.99999999999955,338.15,0.41314839729342623,0.001042497399811648,65
301.9999999999995,338.15,0.41522601064769044,0.0010388066771321067,65
