t,x_original,xdot_original,xdot_pred
16.617647058823557,0.01,0.0006653046856955,0.0006486194
43.82111000991072,0.03,0.000798866395394,0.0007818853
68.03841448495213,0.05,0.0008476667692661,0.00084412424
91.162885874649,0.07,0.0008814722072564,0.00088173297
113.48449524026653,0.09,0.0009092030963153,0.00090608455
135.21909878970806,0.11,0.0009311400437446,0.00092192384
156.47539329825196,0.13,0.0009493243936759,0.00093172886
177.37308416240882,0.15,0.0009644830575523,0.00093697314
197.99449160435307,0.17,0.0009755930517602,0.00093861227
218.3957362810891,0.19,0.0009830732854961,0.00093730376
238.69485217026576,0.21,0.0009871138695457,0.0009335226
258.9429111134426,0.23,0.0009873272167113,0.00092762377
279.2509742995569,0.25,0.0009841074525457,0.00091988005
299.6281261615243,0.27,0.0009770555096946,0.0009105066
320.21156626505945,0.29,0.000966884393593,0.00089967565
341.01543836840733,0.31,0.0009535401690139,0.000887528
362.1757721687138,0.33,0.0009372592458899,0.0008741801
383.7322304266942,0.35,0.0009178892862706,0.00085972913
405.79419440900017,0.37,0.0008957467703808,0.0008442573
428.416785459728,0.39,0.0008711133356953,0.0008278346
451.7056741953338,0.41,0.0008445785022639,0.00081052113
475.79948805460606,0.43,0.0008160232489704,0.00079236855
500.8005327019813,0.45,0.0007853898853071,0.0007734219
526.7648693146721,0.47,0.0007536825227403,0.00075372006
553.8949756888151,0.49,0.0007206613806586,0.00073329714
582.3608538513646,0.51,0.0006870164446317,0.0007121829
612.1767523550993,0.53,0.0006532536110698,0.000690403
643.6389772346814,0.55,0.000619341415284,0.0006679799
676.86447975852,0.57,0.0005854641984199,0.00064493326
712.063593904795,0.59,0.0005511077649352,0.00062127964
749.4858606660273,0.61,0.0005168960789623,0.0005970331
789.5116739852167,0.63,0.0004830486662095,0.0005722057
832.3904325408154,0.65,0.0004498755766376,0.0005468066
878.5263354037227,0.67,0.0004170960037469,0.0005208431
928.3575691806786,0.69,0.0003852754683442,0.0004943204
982.5269803979096,0.71,0.000354153536872,0.000467241
1041.6089487956554,0.73,0.0003237797214249,0.00043960536
1106.4730014025176,0.75,0.0002937621434841,0.00041141134
1178.216027874557,0.77,0.0002646064918008,0.00038265376
1257.939147412943,0.79,0.000237455859759,0.00035332405
1347.511225616479,0.81,0.0002105980488329,0.00032341026
1448.5849999999884,0.83,0.0001850333925148,0.00029289513
1565.110321434326,0.85,0.0001597647932237,0.00026175525
1701.6539731882478,0.87,0.0001347126860057,0.00022995957
1866.0736370072957,0.89,0.0001092988089386,0.00019746501
2073.3770692826206,0.91,8.441981772162412e-05,0.00016421173
2354.780359491411,0.93,5.900730945512501e-05,0.0001301126
2782.602373887163,0.95,3.685598984596347e-05,9.503069e-05
3543.966527196512,0.97,1.826880523939456e-05,5.8721474e-05
