t,x_original,xdot_original,xdot_pred
315.7,0.192220827,-2.85E-05,-2.75E-05
315.7333333,0.192163934,-2.84E-05,-2.75E-05
315.7666667,0.192107055,-2.84E-05,-2.75E-05
315.8,0.192050187,-2.84E-05,-2.75E-05
315.8333333,0.191993333,-2.84E-05,-2.75E-05
315.8666667,0.191936491,-2.84E-05,-2.75E-05
315.9,0.191879661,-2.84E-05,-2.74E-05
315.9333333,0.191822845,-2.84E-05,-2.74E-05
315.9666667,0.191766041,-2.84E-05,-2.74E-05
316,0.191709249,-2.84E-05,-2.74E-05
316.0333333,0.19165247,-2.84E-05,-2.74E-05
316.0666667,0.191595704,-2.84E-05,-2.74E-05
316.1,0.191538951,-2.84E-05,-2.74E-05
316.1333333,0.19148221,-2.84E-05,-2.74E-05
316.1666667,0.191425481,-2.84E-05,-2.74E-05
316.2,0.191368766,-2.84E-05,-2.74E-05
316.2333333,0.191312063,-2.84E-05,-2.74E-05
316.2666667,0.191255372,-2.83E-05,-2.74E-05
316.3,0.191198694,-2.83E-05,-2.74E-05
316.3333333,0.191142029,-2.83E-05,-2.74E-05
316.3666667,0.191085376,-2.83E-05,-2.74E-05
316.4,0.191028736,-2.83E-05,-2.74E-05
316.4333333,0.190972109,-2.83E-05,-2.73E-05
316.4666667,0.190915494,-2.83E-05,-2.73E-05
316.5,0.190858892,-2.83E-05,-2.73E-05
316.5333333,0.190802303,-2.83E-05,-2.73E-05
316.5666667,0.190745726,-2.83E-05,-2.73E-05
316.6,0.190689161,-2.83E-05,-2.73E-05
316.6333333,0.19063261,-2.83E-05,-2.73E-05
316.6666667,0.190576071,-2.83E-05,-2.73E-05
316.7,0.190519544,-2.83E-05,-2.73E-05
316.7333333,0.19046303,-2.83E-05,-2.73E-05
316.7666667,0.190406529,-2.83E-05,-2.73E-05
316.8,0.19035004,-2.82E-05,-2.73E-05
316.8333333,0.190293564,-2.82E-05,-2.73E-05
316.8666667,0.1902371,-2.82E-05,-2.73E-05
316.9,0.19018065,-2.82E-05,-2.73E-05
316.9333333,0.190124211,-2.82E-05,-2.73E-05
316.9666667,0.190067785,-2.82E-05,-2.72E-05
317,0.190011372,-2.82E-05,-2.72E-05
317.0333333,0.189954972,-2.82E-05,-2.72E-05
317.0666667,0.189898584,-2.82E-05,-2.72E-05
317.1,0.189842209,-2.82E-05,-2.72E-05
317.1333333,0.189785846,-2.82E-05,-2.72E-05
317.1666667,0.189729496,-2.82E-05,-2.72E-05
317.2,0.189673158,-2.82E-05,-2.72E-05
317.2333333,0.189616833,-2.82E-05,-2.72E-05
317.2666667,0.189560521,-2.82E-05,-2.72E-05
317.3,0.189504221,-2.81E-05,-2.72E-05
317.3333333,0.189447934,-2.81E-05,-2.72E-05
317.3666667,0.189391659,-2.81E-05,-2.72E-05
317.4,0.189335397,-2.81E-05,-2.72E-05
317.4333333,0.189279147,-2.81E-05,-2.72E-05
317.4666667,0.18922291,-2.81E-05,-2.72E-05
317.5,0.189166686,-2.81E-05,-2.71E-05
317.5333333,0.189110474,-2.81E-05,-2.71E-05
317.5666667,0.189054275,-2.81E-05,-2.71E-05
317.6,0.188998088,-2.81E-05,-2.71E-05
317.6333333,0.188941914,-2.81E-05,-2.71E-05
317.6666667,0.188885753,-2.81E-05,-2.71E-05
317.7,0.188829604,-2.81E-05,-2.71E-05
317.7333333,0.188773468,-2.81E-05,-2.71E-05
317.7666667,0.188717344,-2.81E-05,-2.71E-05
317.8,0.188661233,-2.81E-05,-2.71E-05
317.8333333,0.188605134,-2.80E-05,-2.71E-05
317.8666667,0.188549048,-2.80E-05,-2.71E-05
317.9,0.188492974,-2.80E-05,-2.71E-05
317.9333333,0.188436913,-2.80E-05,-2.71E-05
317.9666667,0.188380865,-2.80E-05,-2.71E-05
318,0.188324829,-2.80E-05,-2.71E-05
318.0333333,0.188268806,-2.80E-05,-2.71E-05
318.0666667,0.188212795,-2.80E-05,-2.70E-05
318.1,0.188156797,-2.80E-05,-2.70E-05
318.1333333,0.188100811,-2.80E-05,-2.70E-05
318.1666667,0.188044838,-2.80E-05,-2.70E-05
318.2,0.187988878,-2.80E-05,-2.70E-05
318.2333333,0.18793293,-2.80E-05,-2.70E-05
318.2666667,0.187876994,-2.80E-05,-2.70E-05
318.3,0.187821072,-2.80E-05,-2.70E-05
318.3333333,0.187765161,-2.80E-05,-2.70E-05
318.3666667,0.187709264,-2.79E-05,-2.70E-05
318.4,0.187653378,-2.79E-05,-2.70E-05
318.4333333,0.187597506,-2.79E-05,-2.70E-05
318.4666667,0.187541646,-2.79E-05,-2.70E-05
318.5,0.187485798,-2.79E-05,-2.70E-05
318.5333333,0.187429963,-2.79E-05,-2.70E-05
318.5666667,0.18737414,-2.79E-05,-2.70E-05
318.6,0.18731833,-2.79E-05,-2.69E-05
318.6333333,0.187262533,-2.79E-05,-2.69E-05
318.6666667,0.187206748,-2.79E-05,-2.69E-05
318.7,0.187150976,-2.79E-05,-2.69E-05
318.7333333,0.187095216,-2.79E-05,-2.69E-05
318.7666667,0.187039469,-2.79E-05,-2.69E-05
318.8,0.186983734,-2.79E-05,-2.69E-05
318.8333333,0.186928012,-2.79E-05,-2.69E-05
318.8666667,0.186872302,-2.79E-05,-2.69E-05
318.9,0.186816605,-2.78E-05,-2.69E-05
318.9333333,0.18676092,-2.78E-05,-2.69E-05
318.9666667,0.186705248,-2.78E-05,-2.69E-05
319,0.186649589,-2.78E-05,-2.69E-05
319.0333333,0.186593941,-2.78E-05,-2.69E-05
319.0666667,0.186538307,-2.78E-05,-2.69E-05
319.1,0.186482685,-2.78E-05,-2.69E-05
319.1333333,0.186427075,-2.78E-05,-2.68E-05
319.1666667,0.186371478,-2.78E-05,-2.68E-05
319.2,0.186315894,-2.78E-05,-2.68E-05
319.2333333,0.186260322,-2.78E-05,-2.68E-05
319.2666667,0.186204763,-2.78E-05,-2.68E-05
319.3,0.186149216,-2.78E-05,-2.68E-05
319.3333333,0.186093681,-2.78E-05,-2.68E-05
319.3666667,0.186038159,-2.78E-05,-2.68E-05
319.4,0.18598265,-2.78E-05,-2.68E-05
319.4333333,0.185927153,-2.77E-05,-2.68E-05
319.4666667,0.185871669,-2.77E-05,-2.68E-05
319.5,0.185816197,-2.77E-05,-2.68E-05
319.5333333,0.185760738,-2.77E-05,-2.68E-05
319.5666667,0.185705291,-2.77E-05,-2.68E-05
319.6,0.185649856,-2.77E-05,-2.68E-05
319.6333333,0.185594434,-2.77E-05,-2.68E-05
319.6666667,0.185539025,-2.77E-05,-2.68E-05
319.7,0.185483628,-2.77E-05,-2.67E-05
319.7333333,0.185428244,-2.77E-05,-2.67E-05
319.7666667,0.185372872,-2.77E-05,-2.67E-05
319.8,0.185317513,-2.77E-05,-2.67E-05
319.8333333,0.185262166,-2.77E-05,-2.67E-05
319.8666667,0.185206831,-2.77E-05,-2.67E-05
319.9,0.18515151,-2.77E-05,-2.67E-05
319.9333333,0.1850962,-2.77E-05,-2.67E-05
319.9666667,0.185040903,-2.76E-05,-2.67E-05
