t,x_original,xdot_original,xdot_pred
58.07660656841467,0.01,0.0003148509399169,0.00034025413
117.57194244604293,0.03,0.0003516749820982,0.00039179085
172.71250777846888,0.05,0.0003737427838405,0.0004139642
225.0967048710597,0.07,0.0003888355145236,0.0004262505
275.4817543455732,0.09,0.0004057806221202,0.00043330443
323.882242162401,0.11,0.0004195872816618,0.0004370404
370.98932075676186,0.13,0.0004286448976207,0.00043844775
417.0857538773109,0.15,0.0004390905208795,0.00043811026
462.237157445034,0.17,0.0004467639067521,0.0004364036
506.7161630794691,0.19,0.0004516553069426,0.00043358508
550.8403275332639,0.21,0.0004551760252569,0.00042983957
594.6807533302697,0.23,0.0004570589656645,0.00042530437
638.4684822521406,0.25,0.000456980739947,0.00042008495
682.2573027362786,0.27,0.000455233845443,0.00041426398
726.3912458609254,0.29,0.0004516586735489,0.00040790753
770.9066736183506,0.31,0.0004466307545994,0.00040106938
815.9922653104451,0.33,0.0004397121966782,0.00039379398
861.8829131046401,0.35,0.0004311252381464,0.00038611834
908.8388560048656,0.37,0.0004205342225584,0.00037807375
957.0777999430012,0.39,0.0004092630565279,0.0003696867
1006.713229252257,0.41,0.0003965144473111,0.00036097993
1057.9322692237636,0.43,0.0003836925223349,0.00035197314
1111.0877862595387,0.45,0.000368898009662,0.00034268334
1166.4635587655907,0.47,0.000354095443749,0.0003331252
1224.187249896505,0.49,0.0003382633951867,0.0003233118
1284.9583242733886,0.51,0.000321406761581,0.00031325436
1348.801649736496,0.53,0.000304626905261,0.0003029627
1416.3934026649283,0.55,0.0002871790862576,0.0002924454
1488.13537455921,0.57,0.0002698161865026,0.00028170994
1564.8312001483891,0.59,0.0002523105962064,0.00027076292
1646.9536292324426,0.61,0.0002348112895666,0.0002596097
1735.639887397134,0.63,0.0002166059548503,0.0002482551
1831.9198684055843,0.65,0.0001992705345447,0.00023670288
1936.700793447649,0.67,0.0001825234636892,0.00022495615
2051.8380151147758,0.69,0.0001654041687947,0.00021301724
2179.2479801118584,0.71,0.0001489412616097,0.00020088759
2321.2378133704588,0.73,0.0001330779899406,0.00018856791
2481.3321385901854,0.75,0.0001170786068292,0.00017605802
2664.063644688625,0.77,0.0001020093127812,0.00016335677
2875.7243243243,0.79,8.683353795753957e-05,0.00015046184
3127.977382875576,0.81,7.199126264258285e-05,0.0001373698
3442.382564536565,0.83,5.61104365771075e-05,0.00012407548
3857.691876750643,0.85,4.1235501047973166e-05,0.00011057174
4462.609819121362,0.87,2.636269842130356e-05,9.684895e-05
5446.740994854028,0.89,1.492510013714212e-05,8.289359e-05
